method,mechanism,parameter,half_width,density,seed,steps,n_agents,noise_std,control_energy,mean_probe_degree,mean_abs_radius_update,radius_temporal_variation,mean_abs_radius_command_update,radius_command_temporal_variation,rms_radius_update,mean_agent_radius_temporal_std,mean_agent_degree_temporal_variance,radius_min_saturation_fraction,radius_max_saturation_fraction,radius_sign_reversal_rate,radius_oscillation_frequency,radius_sign_reversal_count,mean_degree_error,mean_degree_error_sq,mean_interaction_area,visible_neighbor_count_mean,distance_evaluations_per_step,sorting_operations_per_step,runtime_s,neighbor_loss_rate,contact_break_rate,polar_order,components,largest_component_fraction,fragmentation,final_fragmentation,mean_fragmentation,mean_largest_component_fraction,mean_degree,mean_interaction_out_degree,mean_radius,velocity_dispersion,agent_collision_rate,obstacle_collision_rate,obstacle_proximity_rate,minimum_agent_distance,minimum_obstacle_clearance,final_largest_scc_fraction,final_n_scc,mean_largest_scc_fraction,mean_n_scc,final_mean_out_degree,final_mean_in_degree,final_min_out_degree,final_min_in_degree,mean_min_out_degree,mean_min_in_degree,final_sym_lambda2,mean_sym_lambda2,final_edge_count,mean_edge_count,final_normalized_comm_cost,mean_normalized_comm_cost,final_rooted_fraction,mean_rooted_fraction,edge_persistence,mean_radius_sq,mean_radius_footprint,method_label,configured_target_degree
stardisplay,stardisplay,0.0,11.0,0.03305785123966942,21008,200,16,0.0,0.007375586171233564,2.2506218905472637,0.034632863532815875,0.034632863532815875,0.4042062293401684,0.4042062293401684,0.07449327105632123,0.23089877071351728,0.19465483527635455,0.0,0.0018656716417910447,0.26413316582914576,0.2628125,841,4.757462686567164,23.382462686567163,98.44571068285465,7.329601990049751,240,16,1.1818586000008509,0.0134375,0.0134375,0.9942512982206092,1.0,1.0,0.0,0.0,0.0,1.0,2.6315298507462686,2.6315298507462686,5.536781222950065,0.0031314258747766797,0.0,0.0,0.0,0.6607300382123379,22.0,0.875,2.0,0.8774875621890548,1.9800995024875623,2.5625,2.5625,1.0,1.0,1.0,1.0,0.24861428865842522,0.2552225926652065,41.0,42.1044776119403,0.17083333333333334,0.1754353233830849,0.125,0.1424129353233831,0.996561609397547,31.33624296274185,501.3798874038696,StarDisplay update,7.0
stardisplay,stardisplay,0.0,11.0,0.03305785123966942,21009,200,16,0.0,0.008395273728836541,2.3180970149253732,0.04107572465274749,0.04107572465274749,0.48003046535285043,0.48003046535285043,0.0790918767074219,0.2718015170827534,0.14231083389025023,0.0,0.002798507462686567,0.31940954773869346,0.3178125,1017,4.683146766169155,22.445584577114428,94.96745914293427,6.222014925373134,240,16,1.1373591999981727,0.010625,0.01125,0.949101804809054,1.0,1.0,0.0,0.0,0.043532338308457715,0.9564676616915423,2.711442786069652,2.711442786069652,5.465082571280371,0.007415714907241151,0.0,0.0,0.0,0.6476996690042599,22.0,0.6875,3.0,0.6268656716417911,3.129353233830846,2.6875,2.6875,2.0,1.0,1.9950248756218905,1.0,0.16748656226848727,0.15617543764618044,43.0,43.38308457711443,0.17916666666666667,0.18076285240464368,0.0,0.03171641791044776,0.9967198660714286,30.229081110951203,483.66529777521924,StarDisplay update,7.0
stardisplay,stardisplay,0.0,11.0,0.03305785123966942,21010,200,16,0.0,0.008003006658242143,2.3821517412935322,0.04155692635877574,0.04155692635877574,0.5012462507622402,0.5012462507622402,0.07972763078999615,0.2902860543590644,0.10952080394049653,0.0,0.003420398009950249,0.3401381909547739,0.3384375,1083,4.617848258706467,21.79570895522388,92.50315349961635,6.179726368159204,240,16,1.1983553999998549,0.01125,0.01125,0.907620617189154,1.0,1.0,0.0,0.0,0.0,1.0,2.7860696517412937,2.7860696517412937,5.396590472283004,0.004757731982617703,0.0,0.0,0.0,0.5921296677408856,22.0,1.0,1.0,1.0,1.0,2.75,2.75,2.0,2.0,2.0199004975124377,2.0,0.2520865434662365,0.2822144851684161,44.0,44.5771144278607,0.18333333333333332,0.18573797678275256,1.0,1.0,0.9968660714285714,29.444668262104596,471.11469219367353,StarDisplay update,7.0
stardisplay,stardisplay,0.0,11.0,0.03305785123966942,21011,200,16,0.0,0.008643998341832385,2.3958333333333335,0.036081851119724145,0.036081851119724145,0.4153504121774415,0.4153504121774415,0.06964945431330467,0.2406021714418448,0.08940063364768198,0.0,0.003109452736318408,0.3326005025125628,0.3309375,1059,4.60478855721393,21.82742537313433,92.2649184129266,6.125,240,16,1.1143302999989828,0.0103125,0.0103125,0.9733443925155177,1.0,1.0,0.0,0.0,0.0,1.0,2.857587064676617,2.857587064676617,5.364238803528568,0.0048277803020679,0.0,0.0,0.0,1.2235668858471904,22.0,0.9375,2.0,0.9409203980099502,1.945273631840796,2.8125,2.8125,1.0,0.0,1.0796019900497513,0.07960199004975124,0.3189397920249542,0.35070086035376763,45.0,45.72139303482587,0.1875,0.1905058043117745,0.0625,0.11380597014925373,0.9973831845238095,29.3688356787754,469.9013708604064,StarDisplay update,7.0
stardisplay,stardisplay,0.0,11.0,0.03305785123966942,21012,200,16,0.0,0.00914471274468231,2.767412935323383,0.036508097537722425,0.036508097537722425,0.40804609090131805,0.40804609090131805,0.07603885426701779,0.36413042768763526,0.1421221009380956,0.0,0.002798507462686567,0.2603643216080402,0.2590625,829,4.232587064676617,18.389303482587064,78.56216267195833,7.2643034825870645,240,16,1.1671021000001929,0.009375,0.0096875,0.990419055073147,1.0,1.0,0.0,0.0,0.033582089552238806,0.9664179104477612,3.160136815920398,3.160136815920398,4.959564143446085,0.014145909692108424,0.0,0.0,0.0,0.20073599867509997,22.0,0.6875,3.0,0.6850124378109452,2.915422885572139,3.1875,3.1875,2.0,0.0,2.0199004975124377,0.05472636815920398,0.13444790078427737,0.13344428970926323,51.0,50.56218905472637,0.2125,0.21067578772802625,0.0,0.033582089552238806,0.9971882440476191,25.007113058463506,400.1138089354161,StarDisplay update,7.0
stardisplay,stardisplay,0.0,11.0,0.03305785123966942,21013,200,16,0.0,0.009900265853687229,2.50342039800995,0.03668024146364801,0.03668024146364801,0.42018369397262306,0.42018369397262306,0.0757930715405924,0.24363601287904432,0.10710440335635256,0.0,0.002798507462686567,0.33291457286432163,0.33125,1060,4.499689054726368,20.84794776119403,88.22476524889879,7.11318407960199,240,16,1.1422469999997702,0.0115625,0.0115625,0.9929320541030898,1.0,1.0,0.0,0.0,0.0,1.0,3.1688432835820897,3.1688432835820897,5.250310588669283,0.004032277083457899,0.0,0.0,0.0,1.3455570308847002,22.0,0.9375,2.0,0.9393656716417911,1.9701492537313432,3.125,3.125,2.0,0.0,2.0199004975124377,0.04975124378109453,0.36682761171928413,0.3839747463350284,50.0,50.701492537313435,0.20833333333333334,0.2112562189054729,0.0625,0.09048507462686567,0.9972984871031747,28.082814984968625,449.325039759498,StarDisplay update,7.0
stardisplay,stardisplay,0.0,11.0,0.03305785123966942,21014,200,16,0.0,0.008678687524275778,2.2310323383084576,0.03822205191660796,0.03822205191660796,0.4441722066985128,0.4441722066985128,0.07417210554760177,0.24702583154238897,0.19456820375733275,0.0,0.002798507462686567,0.3300879396984925,0.3284375,1051,4.770833333333333,23.27705223880597,98.07796791049743,6.518656716417911,240,16,1.1459240000003774,0.0134375,0.0134375,0.9931956675821813,1.0,1.0,0.0,0.0,0.0,1.0,2.549129353233831,2.549129353233831,5.552768626698484,0.0049804373582100474,0.0,0.0,0.0,1.2039289306467738,22.0,0.9375,2.0,0.9157338308457711,2.0646766169154227,2.5,2.5,2.0,0.0,1.8855721393034826,0.03482587064676617,0.18534742238056254,0.20143393219525463,40.0,40.78606965174129,0.16666666666666666,0.16994195688225563,0.0625,0.08924129353233831,0.9961543898809524,31.21918680272791,499.5069888436466,StarDisplay update,7.0
stardisplay,stardisplay,0.0,11.0,0.03305785123966942,21015,200,16,0.0,0.007485952833517064,2.706778606965174,0.058354190060195786,0.058354190060195786,0.7611179407051551,0.7611179407051551,0.08956459104725378,0.25160932654229345,0.16095208039404965,0.0,0.002798507462686567,0.5402010050251256,0.5375,1720,4.295087064676617,19.259017412935325,81.05034328074619,7.419776119402985,240,16,1.188550099999702,0.01125,0.01125,0.9751412567720324,1.0,1.0,0.0,0.0,0.0,1.0,3.419776119402985,3.419776119402985,5.018967800244935,0.00560310630148529,0.0,0.0,0.0,1.8529108333605278,22.0,0.9375,2.0,0.9387437810945274,1.9800995024875623,3.375,3.375,2.0,0.0,2.054726368159204,0.05472636815920398,0.4150158270763715,0.34561874923572194,54.0,54.71641791044776,0.225,0.22798507462686649,0.0625,0.08115671641791045,0.997492435515873,25.799125544851485,412.78600871762376,StarDisplay update,7.0
stardisplay,stardisplay,0.0,11.0,0.03305785123966942,21016,200,16,0.0,0.007968508626185844,2.458955223880597,0.03292636799774231,0.03292636799774231,0.3137291434669349,0.3137291434669349,0.07935981061659632,0.2814881917504342,0.17408913145714214,0.0,0.0037313432835820895,0.2342964824120603,0.233125,746,4.544776119402985,21.223880597014926,90.32701453360396,6.509328358208955,240,16,1.2003717000006873,0.01375,0.01375,0.9844087892113619,1.0,1.0,0.0,0.0,0.0,1.0,2.931592039800995,2.931592039800995,5.317505503293912,0.003742100202425002,0.0,0.0,0.0,0.6957859266678442,22.0,1.0,1.0,1.0,1.0,2.875,2.875,2.0,1.0,2.0248756218905473,1.0398009950248757,0.19251617924973666,0.22849593233534116,46.0,46.90547263681592,0.19166666666666668,0.1954394693200668,1.0,1.0,0.9966619543650793,28.751981715513082,460.0317074482093,StarDisplay update,7.0
stardisplay,stardisplay,0.0,11.0,0.03305785123966942,21017,200,16,0.0,0.008769719387458692,2.632773631840796,0.034594849388891194,0.034594849388891194,0.3751113236046877,0.3751113236046877,0.07859292809731547,0.2822631082576529,0.12675428826019158,0.0,0.0021766169154228856,0.24152010050251257,0.2403125,769,4.373445273631841,19.872823383084576,84.35853853684509,7.083333333333333,240,16,1.140447599998879,0.0121875,0.0121875,0.9435345222294456,1.0,1.0,0.0,0.0,0.0,1.0,3.1669776119402986,3.1669776119402986,5.11436620341342,0.005328579646953666,0.0,0.0,0.0,0.12793052544966071,22.0,0.75,3.0,0.7543532338308457,2.970149253731343,3.125,3.125,2.0,0.0,1.9253731343283582,0.014925373134328358,0.4330671265132796,0.41933747081621753,50.0,50.67164179104478,0.20833333333333334,0.21113184079602015,0.0625,0.06592039800995025,0.9972389632936509,26.852156800294082,429.6345088047053,StarDisplay update,7.0
stardisplay,stardisplay,0.0,11.0,0.03305785123966942,21018,200,16,0.0,0.00829125314768647,2.9008084577114426,0.04206029337537311,0.04206029337537311,0.5108912490072072,0.5108912490072072,0.07132244278680752,0.2946927171826786,0.09855882280141581,0.0,0.0009328358208955224,0.3558417085427136,0.3540625,1133,4.101679104477612,17.461753731343283,74.17033475457828,7.257462686567164,240,16,1.161930400001438,0.0075,0.0075,0.9656018745239779,1.0,1.0,0.0,0.0,0.06840796019900497,0.931592039800995,3.2213930348258706,3.2213930348258706,4.794231980011981,0.00573806428656307,0.0,0.0,0.0,0.5119518861260999,22.0,0.9375,2.0,0.8432835820895522,2.2935323383084576,3.25,3.25,1.0,0.0,1.044776119402985,0.014925373134328358,0.3942572918917967,0.28028560858252294,52.0,51.54228855721393,0.21666666666666667,0.21475953565505804,0.0625,0.05814676616915423,0.9981992807539684,23.609150813943465,377.74641302309544,StarDisplay update,7.0
stardisplay,stardisplay,0.0,11.0,0.03305785123966942,21019,200,16,0.0,0.007457982886639878,2.2490671641791047,0.046029666807908154,0.046029666807908154,0.5401750141397662,0.5401750141397662,0.0867598487535617,0.2416220256195526,0.13764510779436154,0.0,0.0037313432835820895,0.3492462311557789,0.3475,1112,4.751554726368159,23.292599502487562,97.89538225107697,6.024875621890548,240,16,1.2063162000013108,0.0134375,0.0134375,0.9950096607084973,1.0,1.0,0.0,0.0,0.0,1.0,2.86318407960199,2.86318407960199,5.539005294862165,0.002784092585341378,0.0,0.0,0.0,0.9815028259648905,22.0,0.9375,2.0,0.9387437810945274,1.9800995024875623,2.8125,2.8125,2.0,0.0,2.0049751243781095,0.03482587064676617,0.4503369168842897,0.4795722541158266,45.0,45.81094527363184,0.1875,0.1908789386401327,0.0625,0.08115671641791045,0.9967555803571428,31.16106798225899,498.57708771614386,StarDisplay update,7.0
stardisplay,stardisplay,0.0,14.0,0.02040816326530612,21000,200,16,0.0,0.009105136851422375,2.579912935323383,0.0406268098154519,0.0406268098154519,0.45458697307192375,0.45458697307192375,0.06395534766975058,0.34033425600817274,0.07307368629489369,0.0,0.003109452736318408,0.3630653266331658,0.36125,1156,4.420087064676617,20.566231343283583,87.33234532310578,5.70273631840796,240,16,1.1748554999976477,0.005,0.005,0.9395005048864732,1.0,1.0,0.0,0.0,0.004975124378109453,0.9950248756218906,3.013370646766169,3.013370646766169,5.156775174184667,0.016521223286351167,0.0,0.0,0.0,0.9990976085365746,28.0,0.9375,2.0,0.8582089552238806,2.308457711442786,3.0625,3.0625,1.0,0.0,1.0,0.0,0.2757715394277677,0.2301313568613941,49.0,48.21393034825871,0.20416666666666666,0.20089137645107735,0.0625,0.04664179104477612,0.9984739583333334,27.798748899961307,444.7799823993809,StarDisplay update,7.0
stardisplay,stardisplay,0.0,14.0,0.02040816326530612,21001,200,16,0.0,0.013828677110663452,2.3103233830845773,0.03868933033173484,0.03868933033173484,0.4268459079534413,0.4268459079534413,0.07138759148981966,0.250486585667561,0.10922378158956461,0.0,0.003420398009950249,0.34704773869346733,0.3453125,1105,4.691542288557214,23.120646766169155,97.45339558649188,5.569651741293533,240,16,1.138517100000172,0.0075,0.0075,0.8679525781947812,1.0,1.0,0.0,0.0,0.03855721393034826,0.9614427860696517,2.855721393034826,2.855721393034826,5.463307036013453,0.008858970829252749,0.0,0.0,0.0,0.5774135642889615,28.0,0.5,4.0,0.5186567164179104,3.845771144278607,2.8125,2.8125,1.0,0.0,1.0,0.07960199004975124,0.16147602961284405,0.13650132840736498,45.0,45.691542288557216,0.1875,0.1903814262023217,0.0,0.03482587064676617,0.9979025297619047,31.020379257360158,496.32606811776253,StarDisplay update,7.0
stardisplay,stardisplay,0.0,14.0,0.02040816326530612,21002,200,16,0.0,0.008837036534307223,2.3134328358208953,0.04177271985597233,0.04177271985597233,0.5001919294861166,0.5001919294861166,0.07931695485136761,0.3542372706093688,0.13530296279795054,0.0,0.009328358208955223,0.3024652338811631,0.2990625,957,4.686567164179104,22.957089552238806,97.03363645756612,5.704601990049751,240,16,1.185147300002427,0.01125,0.0115625,0.9208771492854678,1.0,1.0,0.0,0.0,0.007462686567164179,0.9925373134328358,2.781716417910448,2.781716417910448,5.470632131618012,0.019875119325143263,0.0,0.0,0.0,0.5143834857060763,28.0,0.75,5.0,0.7580845771144279,4.850746268656716,2.8125,2.8125,1.0,0.0,0.945273631840796,0.004975124378109453,0.35939095079045885,0.32772300708989627,45.0,44.507462686567166,0.1875,0.1854477611940299,0.0,0.0,0.9965199736282178,30.886765776807195,494.1882524289151,StarDisplay update,7.0
stardisplay,stardisplay,0.0,14.0,0.02040816326530612,21003,200,16,0.0,0.007893439995480834,1.8883706467661692,0.04041329202818988,0.04041329202818988,0.5117101705268832,0.5117101705268832,0.06677058497799805,0.23187235956349303,0.07809212643251405,0.0,0.0037313432835820895,0.36275125628140703,0.3609375,1155,5.111629353233831,26.8398631840796,112.44158269792013,4.656094527363184,240,16,1.2120189999986906,0.0059375,0.0059375,0.989579812144476,1.0,1.0,0.0,0.0,0.0,1.0,2.47978855721393,2.47978855721393,5.9264122754754816,0.00541522253370728,0.0,0.0,0.0,1.423575121818088,28.0,0.8125,3.0,0.7683457711442786,3.318407960199005,2.5,2.5,1.0,0.0,1.0,0.009950248756218905,0.3897816476914192,0.3842859474354247,40.0,39.67661691542288,0.16666666666666666,0.1653192371475957,0.0625,0.07027363184079602,0.9983177083333333,35.791267390900245,572.6602782544039,StarDisplay update,7.0
stardisplay,stardisplay,0.0,14.0,0.02040816326530612,21004,200,16,0.0,0.010343618481484495,1.894278606965174,0.033975040214285435,0.033975040214285435,0.39714285714285724,0.39714285714285724,0.06765387352612873,0.2645736940365836,0.07236825821143042,0.0,0.004975124378109453,0.2766959798994975,0.2753125,881,5.105721393034826,26.5342039800995,111.88983558067348,3.740049751243781,240,16,1.215280399999756,0.0090625,0.0090625,0.9704008800693739,1.0,1.0,0.0,0.0,0.016480099502487564,0.9835199004975125,2.320584577114428,2.320584577114428,5.93474692715935,0.005610768683590443,0.0,0.0,0.0,1.378130417819709,28.0,0.9375,2.0,0.8407960199004975,2.3333333333333335,2.3125,2.3125,1.0,0.0,1.0,0.05970149253731343,0.04840232030392531,0.05035154715638922,37.0,37.12935323383085,0.15416666666666667,0.15470563847429447,0.0625,0.07804726368159204,0.9973772321428572,35.61564082880723,569.8502532609157,StarDisplay update,7.0
stardisplay,stardisplay,0.0,14.0,0.02040816326530612,21005,200,16,0.0,0.01791213452525408,2.109452736318408,0.02844081296193447,0.02844081296193447,0.2696391079050972,0.2696391079050972,0.062153796972567475,0.33476350983556435,0.1537523823667731,0.0,0.003420398009950249,0.19126884422110552,0.1903125,609,4.890547263681592,24.382462686567163,103.4454496118965,4.681592039800995,240,16,1.1241384999993898,0.0059375,0.0059375,0.8812907083144249,1.0,1.0,0.0,0.0,0.04788557213930348,0.9521144278606966,2.4546019900497513,2.4546019900497513,5.697112665188702,0.011852879731610543,0.0,0.0,0.0,0.5358282920788737,28.0,0.9375,2.0,0.8700248756218906,2.3383084577114426,2.625,2.625,1.0,0.0,1.0,0.04975124378109453,0.1691686503245694,0.11017091730794876,42.0,39.27363184079602,0.175,0.16364013266998373,0.0625,0.04011194029850746,0.99815625,32.92770929219383,526.8433486751013,StarDisplay update,7.0
