ci95_high,ci95_low,comparison,estimand,median_difference,method,metric,n_pairs,n_strata,paired_mean_difference,scenario,sign_consistency,standardized_effect
-0.11505013020833334,-0.1531662760416667,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,-0.07671875,fixed_r4,mean_largest_scc_fraction,180,6,-0.13403819444444445,count_overcount_one,0.7944444444444444,-0.6964282973283017
-0.0001743993439968439,-0.0003919304933039783,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,-0.00030182557218246664,fixed_r4,mean_contact_break_rate,180,6,-0.00028373008558491356,count_overcount_one,0.7388888888888889,-0.3601257768301052
-0.0071244356787281814,-0.007649900019134643,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,-0.007122448542795269,fixed_r4,radius_temporal_variation,180,6,-0.007383325322869721,count_overcount_one,1.0,-2.7596823930871386
0.0010222144656147727,0.0008337637207848743,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0004784131988249084,fixed_r4,mean_control_effort_proxy,180,6,0.0009256022339463074,count_overcount_one,0.8055555555555556,0.870795459499001
0.3499999999999999,0.21666666666666667,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0,fixed_r4,failure_indicator,180,6,0.2833333333333333,count_overcount_one,0.9777777777777777,0.5679372213260038
16.155555555555555,7.78875,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0,fixed_r4,recovery_steps_after_release,180,6,12.03888888888889,count_overcount_one,0.8333333333333334,0.36364911695167407
0.005600694444444443,-0.012642144097222224,crmf - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0,crmf,mean_fragmentation,180,6,-0.0028767361111111116,gilbert_burst_message_loss,0.8666666666666667,-0.04579162800826774
0.00013311631944443829,-0.019099262152777775,crmf - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0,crmf,mean_largest_scc_fraction,180,6,-0.008633680555555554,gilbert_burst_message_loss,0.8111111111111111,-0.12639959455620314
-4.14924298527148e-05,-8.774309644280054e-05,crmf - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,-2.9159602732297323e-05,crmf,mean_contact_break_rate,180,6,-6.425525594404821e-05,gilbert_burst_message_loss,0.7277777777777777,-0.36647549286470643
0.0010267455776051288,0.0006459027003450159,crmf - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0006014226955793138,crmf,radius_temporal_variation,180,6,0.0008343839837494841,gilbert_burst_message_loss,0.7444444444444445,0.6011019640907593
2.7226829609482773e-06,-3.7502846550787874e-06,crmf - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,6.152225831821713e-07,crmf,mean_control_effort_proxy,180,6,-4.017583335344791e-07,gilbert_burst_message_loss,0.5666666666666667,-0.017901507106929837
0.027777777777777776,-0.049999999999999996,crmf - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0,crmf,failure_indicator,180,6,-0.011111111111111112,gilbert_burst_message_loss,0.9722222222222222,-0.04295323522633642
3.538888888888889,-1.2334722222222223,crmf - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.0,crmf,recovery_steps_after_release,180,6,1.1888888888888889,gilbert_burst_message_loss,0.9666666666666667,0.07193674077772942
0.21669279513888887,0.17593511284722219,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.15953125,fixed_r4,mean_fragmentation,180,6,0.1955625,gilbert_burst_message_loss,0.9666666666666667,1.078622035624349
-0.1361797743055556,-0.17442491319444442,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,-0.10390625000000003,fixed_r4,mean_largest_scc_fraction,180,6,-0.15514930555555556,gilbert_burst_message_loss,0.8277777777777777,-0.8101589079748089
0.0004021228730773854,0.00019751743966042173,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.00011580021328575147,fixed_r4,mean_contact_break_rate,180,6,0.00029848677859904406,gilbert_burst_message_loss,0.6,0.4015839481244578
-0.0016966542707311976,-0.001986303223307268,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,-0.0017155528942578739,fixed_r4,radius_temporal_variation,180,6,-0.0018378485696367594,gilbert_burst_message_loss,1.0,-1.3489624813353092
0.0010429902545318107,0.0008470163658996263,fixed_r4 - alf,equal-weighted geometry-density cell means; paired shared evaluation seed,0.00046744863149766197,fixed_r4,mean_control_effort_proxy,180,6,0.0009396122555829752,gilbert_burst_message_loss,0.8,0.874776314163646
