ci95_high,ci95_low,density,mean_radius,method,method_label,n_bootstrap,n_seeds,step
7.888001633865144,7.810101678928609,0.012345679012345678,7.851795032685606,alf,ALF,2000,50,66
7.888077323377589,7.812526577270957,0.012345679012345678,7.851628883569511,alf,ALF,2000,50,67
7.887445165361188,7.811769185189534,0.012345679012345678,7.851479349365024,alf,ALF,2000,50,68
7.888802643412243,7.810745526129113,0.012345679012345678,7.851344768580987,alf,ALF,2000,50,69
7.889598207640685,7.811010181616338,0.012345679012345678,7.851223645875353,alf,ALF,2000,50,70
7.888772325001642,7.80849885197702,0.012345679012345678,7.851114635440283,alf,ALF,2000,50,71
7.889720386594207,7.8105680585877,0.012345679012345678,7.851016526048721,alf,ALF,2000,50,72
7.887779034939505,7.8097940536633805,0.012345679012345678,7.850928227596313,alf,ALF,2000,50,73
7.887040647238834,7.810604670233433,0.012345679012345678,7.850848758989147,alf,ALF,2000,50,74
7.88819129086956,7.811112162696379,0.012345679012345678,7.8507772372426965,alf,ALF,2000,50,75
7.8870276679521965,7.807702401978935,0.012345679012345678,7.850712867670892,alf,ALF,2000,50,76
7.887489199463269,7.811598667904881,0.012345679012345678,7.850654935056268,alf,ALF,2000,50,77
7.8863550019719275,7.809156759914214,0.012345679012345678,7.850602795703106,alf,ALF,2000,50,78
7.8874116993263135,7.808659353854901,0.012345679012345678,7.85055587028526,alf,ALF,2000,50,79
7.887376122819877,7.806863378126985,0.012345679012345678,7.850513637409199,alf,ALF,2000,50,80
7.887923409840608,7.8102287734768945,0.012345679012345678,7.850475627820745,alf,ALF,2000,50,81
7.886771114269427,7.810612724399246,0.012345679012345678,7.850441419191135,alf,ALF,2000,50,82
7.888676405989919,7.812189291891281,0.012345679012345678,7.850410631424486,alf,ALF,2000,50,83
7.885878857497165,7.809560147462688,0.012345679012345678,7.850382922434502,alf,ALF,2000,50,84
7.886508322882761,7.812395876140069,0.012345679012345678,7.850357984343517,alf,ALF,2000,50,85
7.8880863874197225,7.809806179946759,0.012345679012345678,7.85033554006163,alf,ALF,2000,50,86
7.886895324566532,7.809827611144493,0.012345679012345678,7.850315340207933,alf,ALF,2000,50,87
7.887688950435689,7.809775400039977,0.012345679012345678,7.850297160339604,alf,ALF,2000,50,88
7.887237946132307,7.810137457992485,0.012345679012345678,7.850280798458109,alf,ALF,2000,50,89
7.886878297978973,7.81078177653168,0.012345679012345678,7.850266072764763,alf,ALF,2000,50,90
7.887171495469681,7.809295066186282,0.012345679012345678,7.850252819640751,alf,ALF,2000,50,91
7.887068787743564,7.809640283993876,0.012345679012345678,7.8502408918291415,alf,ALF,2000,50,92
7.88766063895656,7.812653818057486,0.012345679012345678,7.850230156798692,alf,ALF,2000,50,93
7.886540976695815,7.810126158401871,0.012345679012345678,7.850220495271287,alf,ALF,2000,50,94
7.887654707716649,7.808519034730064,0.012345679012345678,7.850211799896624,alf,ALF,2000,50,95
7.886389844620388,7.8096454427476925,0.012345679012345678,7.8502039740594265,alf,ALF,2000,50,96
7.887910413419653,7.8089641831472525,0.012345679012345678,7.850196930805948,alf,ALF,2000,50,97
7.887076063598718,7.810668422343944,0.012345679012345678,7.850190591877818,alf,ALF,2000,50,98
7.8857211375550875,7.810186047470225,0.012345679012345678,7.850184886842502,alf,ALF,2000,50,99
7.886764686448377,7.811325626830264,0.012345679012345678,7.850179752310717,alf,ALF,2000,50,100
7.8876219411438875,7.806924920628768,0.012345679012345678,7.85017513123211,alf,ALF,2000,50,101
7.886831930904533,7.8071116655179935,0.012345679012345678,7.850170972261363,alf,ALF,2000,50,102
7.8870369427730465,7.8092484798359285,0.012345679012345678,7.850167229187693,alf,ALF,2000,50,103
7.888081673717583,7.810058073482711,0.012345679012345678,7.850163860421389,alf,ALF,2000,50,104
7.886991401377312,7.809349954453845,0.012345679012345678,7.850160828531714,alf,ALF,2000,50,105
7.886962206459648,7.8096888070262676,0.012345679012345678,7.850158099831008,alf,ALF,2000,50,106
7.887807356682942,7.8096901059506,0.012345679012345678,7.850155644000372,alf,ALF,2000,50,107
7.8889273439657215,7.809553449457058,0.012345679012345678,7.8501534337528,alf,ALF,2000,50,108
7.887599846722441,7.810405872610277,0.012345679012345678,7.850151444529985,alf,ALF,2000,50,109
7.887406090270154,7.811729357716544,0.012345679012345678,7.850149654229451,alf,ALF,2000,50,110
7.887068921936305,7.810279017440575,0.012345679012345678,7.8501480429589705,alf,ALF,2000,50,111
7.885741165008343,7.8076081604823555,0.012345679012345678,7.850146592815539,alf,ALF,2000,50,112
7.887804387409034,7.810875743925207,0.012345679012345678,7.85014528768645,alf,ALF,2000,50,113
7.887322077573408,7.80870229047759,0.012345679012345678,7.85014411307027,alf,ALF,2000,50,114
7.886465700084195,7.809128153956461,0.012345679012345678,7.850143055915708,alf,ALF,2000,50,115
7.887317474451027,7.8116455107851035,0.012345679012345678,7.8501421044766015,alf,ALF,2000,50,116
7.8865606783288555,7.808465040604518,0.012345679012345678,7.850141248181407,alf,ALF,2000,50,117
7.88722192387845,7.80895091618733,0.012345679012345678,7.8501404775157315,alf,ALF,2000,50,118
7.8884295065193974,7.809282402280355,0.012345679012345678,7.850139783916623,alf,ALF,2000,50,119
7.885737198909567,7.809428722603648,0.012345679012345678,7.850139159677426,alf,ALF,2000,50,120
7.887804066613124,7.808538158196678,0.012345679012345678,7.850138597862148,alf,ALF,2000,50,121
7.887558057323427,7.8101312071181175,0.012345679012345678,7.850138092228398,alf,ALF,2000,50,122
7.886818855327535,7.81003095359015,0.012345679012345678,7.8501376371580225,alf,ALF,2000,50,123
7.887803725089911,7.809881452480686,0.012345679012345678,7.8501372275946855,alf,ALF,2000,50,124
7.888894364092337,7.810288314592151,0.012345679012345678,7.850136858987683,alf,ALF,2000,50,125
7.885126237459096,7.810620174441836,0.012345679012345678,7.8501365272413794,alf,ALF,2000,50,126
7.886463895037989,7.812307464757145,0.012345679012345678,7.850136228669706,alf,ALF,2000,50,127
7.885470722096812,7.808775912972593,0.012345679012345678,7.8501359599552005,alf,ALF,2000,50,128
7.887063130288593,7.80834645003468,0.012345679012345678,7.850135718112146,alf,ALF,2000,50,129
7.886465903481188,7.809774727188982,0.012345679012345678,7.850135500453396,alf,ALF,2000,50,130
7.886736986050892,7.811216027374185,0.012345679012345678,7.850135304560521,alf,ALF,2000,50,131
7.887811187103883,7.8117624872669555,0.012345679012345678,7.850135128256934,alf,ALF,2000,50,132
7.887554190811032,7.808197632194473,0.012345679012345678,7.8501349695837055,alf,ALF,2000,50,133
7.886560171644918,7.808696390408318,0.012345679012345678,7.8501348267778,alf,ALF,2000,50,134
7.884770236148595,7.808599483926897,0.012345679012345678,7.8502686728487,alf,ALF,2000,50,135
7.8878033401268555,7.811880862070701,0.012345679012345678,7.850389134312511,alf,ALF,2000,50,136
7.887553876771805,7.811212934144283,0.012345679012345678,7.8504975496299405,alf,ALF,2000,50,137
7.887237797513939,7.811665126341186,0.012345679012345678,7.850595123415627,alf,ALF,2000,50,138
7.887811071835049,7.811521030930626,0.012345679012345678,7.850682939822744,alf,ALF,2000,50,139
7.886226576624285,7.809236849543216,0.012345679012345678,7.850761974589151,alf,ALF,2000,50,140
7.888302719376027,7.8103297491053665,0.012345679012345678,7.850833105878916,alf,ALF,2000,50,141
7.886752626290987,7.811597103176426,0.012345679012345678,7.851031098635921,alf,ALF,2000,50,142
7.8873067851325045,7.811274767372676,0.012345679012345678,7.8512092921172245,alf,ALF,2000,50,143
7.8853649155915555,7.813714301407878,0.012345679012345678,7.851369666250398,alf,ALF,2000,50,144
7.886428738503708,7.80964025697719,0.012345679012345678,7.851514002970255,alf,ALF,2000,50,145
7.886762902278397,7.814214446374927,0.012345679012345678,7.851643906018126,alf,ALF,2000,50,146
7.88893487138422,7.813838160612604,0.012345679012345678,7.851760818761209,alf,ALF,2000,50,147
7.88875798105426,7.811302834673266,0.012345679012345678,7.851866040229984,alf,ALF,2000,50,148
7.8870722422810955,7.812903994650423,0.012345679012345678,7.851960739551881,alf,ALF,2000,50,149
7.888624545662247,7.8146047900549584,0.012345679012345678,7.85204596894159,alf,ALF,2000,50,150
7.889262142968783,7.810522503180795,0.012345679012345678,7.852122675392327,alf,ALF,2000,50,151
7.8873057192173075,7.814955742605643,0.012345679012345678,7.852191711197991,alf,ALF,2000,50,152
7.887215953150942,7.813589128834176,0.012345679012345678,7.852253843423088,alf,ALF,2000,50,153
7.889891708815768,7.812762243849444,0.012345679012345678,7.852309762425674,alf,ALF,2000,50,154
7.887161987237171,7.813738193558529,0.012345679012345678,7.852360089528003,alf,ALF,2000,50,155
7.888372171595696,7.815457641418179,0.012345679012345678,7.8524053839200985,alf,ALF,2000,50,156
7.886437427207423,7.813532355239122,0.012345679012345678,7.8524461488729855,alf,ALF,2000,50,157
7.88744971173257,7.813994443833055,0.012345679012345678,7.852482837330583,alf,ALF,2000,50,158
7.888052881333173,7.814112245799384,0.012345679012345678,7.8525158569424205,alf,ALF,2000,50,159
7.8880527805403045,7.8134552503769115,0.012345679012345678,7.852545574593075,alf,ALF,2000,50,160
7.8880552992549235,7.814097478866042,0.012345679012345678,7.852572320478663,alf,ALF,2000,50,161
7.888304664317967,7.8147488326545025,0.012345679012345678,7.852596391775693,alf,ALF,2000,50,162
7.8881736164021214,7.816180531166667,0.012345679012345678,7.8526180559430205,alf,ALF,2000,50,163
7.888302211048348,7.8141924843393165,0.012345679012345678,7.852637553693614,alf,ALF,2000,50,164
7.887212936623055,7.813442993423548,0.012345679012345678,7.852655101669148,alf,ALF,2000,50,165
7.889441729380662,7.814601783604804,0.012345679012345678,7.8526708948471295,alf,ALF,2000,50,166
7.888603827885708,7.815488250759445,0.012345679012345678,7.852685108707313,alf,ALF,2000,50,167
7.888145310438212,7.813850679273081,0.012345679012345678,7.852697901181477,alf,ALF,2000,50,168
7.886469817475396,7.8163831260629895,0.012345679012345678,7.852709414408227,alf,ALF,2000,50,169
7.888557944785159,7.815514872665288,0.012345679012345678,7.852719776312299,alf,ALF,2000,50,170
7.889392510751378,7.81401681454132,0.012345679012345678,7.8527291020259655,alf,ALF,2000,50,171
7.88914679032012,7.816469223152224,0.012345679012345678,7.852737495168265,alf,ALF,2000,50,172
7.889939100904094,7.814959086198699,0.012345679012345678,7.852745048996335,alf,ALF,2000,50,173
7.888044790603228,7.815737285653862,0.012345679012345678,7.8527518474415965,alf,ALF,2000,50,174
7.887516623244264,7.815778482740073,0.012345679012345678,7.852757966042334,alf,ALF,2000,50,175
7.889398759603155,7.815417582757324,0.012345679012345678,7.852763472782997,alf,ALF,2000,50,176
7.887809562500534,7.815554127273337,0.012345679012345678,7.8527684288495925,alf,ALF,2000,50,177
7.887308377819935,7.816725446967096,0.012345679012345678,7.85277288930953,alf,ALF,2000,50,178
7.888066966350237,7.8127586752367915,0.012345679012345678,7.8527769037234725,alf,ALF,2000,50,179
7.887282746319672,7.817241106518737,0.012345679012345678,7.852780516696022,alf,ALF,2000,50,180
7.888053623186358,7.815070231649718,0.012345679012345678,7.8527837683713155,alf,ALF,2000,50,181
7.887300070855879,7.815850917504734,0.012345679012345678,7.8527866948790805,alf,ALF,2000,50,182
7.889143077410321,7.813776354375133,0.012345679012345678,7.852789328736068,alf,ALF,2000,50,183
7.887789254231508,7.816851968023169,0.012345679012345678,7.852791699207358,alf,ALF,2000,50,184
7.886207717203772,7.814263301999658,0.012345679012345678,7.852793832631518,alf,ALF,2000,50,185
7.8897404524700825,7.814279017859619,0.012345679012345678,7.852795752713262,alf,ALF,2000,50,186
7.887553884827555,7.815014482925854,0.012345679012345678,7.8527974807868315,alf,ALF,2000,50,187
7.888316991928286,7.813785992773656,0.012345679012345678,7.852799036053045,alf,ALF,2000,50,188
7.888382462932402,7.814195436957497,0.012345679012345678,7.852800435792636,alf,ALF,2000,50,189
7.889149126623612,7.812932332420768,0.012345679012345678,7.852801695558269,alf,ALF,2000,50,190
7.8891363412532804,7.818041288026656,0.012345679012345678,7.852802829347338,alf,ALF,2000,50,191
7.887307784437388,7.8158600573288854,0.012345679012345678,7.852803849757501,alf,ALF,2000,50,192
7.8883044513906455,7.813863839886044,0.012345679012345678,7.852804768126646,alf,ALF,2000,50,193
7.88914440244658,7.814125323285483,0.012345679012345678,7.852805594658878,alf,ALF,2000,50,194
7.890583295049318,7.814138877190513,0.012345679012345678,7.852806338537886,alf,ALF,2000,50,195
7.888893629943084,7.814793430828693,0.012345679012345678,7.852807008028993,alf,ALF,2000,50,196
7.889237643909029,7.814538857360099,0.012345679012345678,7.85280761057099,alf,ALF,2000,50,197
7.888398675544086,7.812957719490286,0.012345679012345678,7.852808152858787,alf,ALF,2000,50,198
7.888642803886943,7.814049916974676,0.012345679012345678,7.852808640917805,alf,ALF,2000,50,199
7.887214212824235,7.816132804569486,0.012345679012345678,7.852809080170919,alf,ALF,2000,50,200
7.9027962059399215,7.840413334882697,0.012345679012345678,7.872816678238256,crdf,Current-radius feedback,2000,50,0
7.780473042702316,7.70809957099306,0.012345679012345678,7.745271096404862,crdf,Current-radius feedback,2000,50,1
7.67295132767887,7.59638813505961,0.012345679012345678,7.635857667621658,crdf,Current-radius feedback,2000,50,2
7.586106973822552,7.498852677867764,0.012345679012345678,7.543374632343692,crdf,Current-radius feedback,2000,50,3
7.510117751199372,7.414350516586203,0.012345679012345678,7.466254931405473,crdf,Current-radius feedback,2000,50,4
7.451862950255802,7.351994589743854,0.012345679012345678,7.401769371985265,crdf,Current-radius feedback,2000,50,5
7.403243660447269,7.289719743176146,0.012345679012345678,7.347176635894173,crdf,Current-radius feedback,2000,50,6
7.355589087454835,7.2435221855094,0.012345679012345678,7.301938688358733,crdf,Current-radius feedback,2000,50,7
7.323379594548151,7.202828122030864,0.012345679012345678,7.263962308271387,crdf,Current-radius feedback,2000,50,8
7.291401042625184,7.167100495452009,0.012345679012345678,7.2291798351085035,crdf,Current-radius feedback,2000,50,9
7.261440734237606,7.135611022105453,0.012345679012345678,7.200858344742205,crdf,Current-radius feedback,2000,50,10
7.2433336668076125,7.1150502658928625,0.012345679012345678,7.177192504622223,crdf,Current-radius feedback,2000,50,11
7.225544663578482,7.088237929697796,0.012345679012345678,7.156116609139466,crdf,Current-radius feedback,2000,50,12
7.200305429982298,7.070169652087877,0.012345679012345678,7.13743044994088,crdf,Current-radius feedback,2000,50,13
7.182314948454119,7.05316214283762,0.012345679012345678,7.12026087092627,crdf,Current-radius feedback,2000,50,14
7.1695880673687915,7.033197201317147,0.012345679012345678,7.102738659297046,crdf,Current-radius feedback,2000,50,15
7.154211223008959,7.026832141397586,0.012345679012345678,7.089167192182997,crdf,Current-radius feedback,2000,50,16
7.138718213232655,7.005302851717241,0.012345679012345678,7.074301972304726,crdf,Current-radius feedback,2000,50,17
7.1287463090385685,6.9944701779081155,0.012345679012345678,7.062736692103892,crdf,Current-radius feedback,2000,50,18
7.11989782061991,6.9846239623061805,0.012345679012345678,7.050923445401915,crdf,Current-radius feedback,2000,50,19
7.108488396564601,6.97352599602885,0.012345679012345678,7.040936452324832,crdf,Current-radius feedback,2000,50,20
7.0928148674625975,6.963554106418262,0.012345679012345678,7.029514491163724,crdf,Current-radius feedback,2000,50,21
7.08639608767516,6.95547759544383,0.012345679012345678,7.022454296441108,crdf,Current-radius feedback,2000,50,22
7.074295910917781,6.945031077467574,0.012345679012345678,7.011251560109706,crdf,Current-radius feedback,2000,50,23
7.068615347454974,6.939976812766538,0.012345679012345678,7.00396236420076,crdf,Current-radius feedback,2000,50,24
7.058959478645599,6.9285998827211746,0.012345679012345678,6.994370857687382,crdf,Current-radius feedback,2000,50,25
7.060118224672049,6.926206881192512,0.012345679012345678,6.990170013837628,crdf,Current-radius feedback,2000,50,26
7.045553664545801,6.915643382624655,0.012345679012345678,6.979550412332949,crdf,Current-radius feedback,2000,50,27
7.042157791043901,6.9128027128042735,0.012345679012345678,6.976126148209138,crdf,Current-radius feedback,2000,50,28
7.035490318769403,6.901703116046545,0.012345679012345678,6.969155696250023,crdf,Current-radius feedback,2000,50,29
7.027918406176528,6.902658965471648,0.012345679012345678,6.964079370670416,crdf,Current-radius feedback,2000,50,30
7.0204141677826755,6.891656676037135,0.012345679012345678,6.956372374503312,crdf,Current-radius feedback,2000,50,31
7.017001674663835,6.887430360344265,0.012345679012345678,6.952466743866281,crdf,Current-radius feedback,2000,50,32
7.011633844613313,6.878109090422104,0.012345679012345678,6.944971711348268,crdf,Current-radius feedback,2000,50,33
7.0064300546653975,6.872383722153303,0.012345679012345678,6.9398005078017295,crdf,Current-radius feedback,2000,50,34
6.998198377565448,6.863255781944982,0.012345679012345678,6.932880068558184,crdf,Current-radius feedback,2000,50,35
6.9954258761117245,6.863233476651557,0.012345679012345678,6.930804885721675,crdf,Current-radius feedback,2000,50,36
6.992971601964495,6.859079031208921,0.012345679012345678,6.924787657108437,crdf,Current-radius feedback,2000,50,37
6.990436406665683,6.851081975402962,0.012345679012345678,6.920760392033706,crdf,Current-radius feedback,2000,50,38
6.988202851081835,6.84687025317518,0.012345679012345678,6.916222975319323,crdf,Current-radius feedback,2000,50,39
6.979769065515056,6.843049274423043,0.012345679012345678,6.910703525311875,crdf,Current-radius feedback,2000,50,40
6.97429432225059,6.836582444748885,0.012345679012345678,6.906214070829822,crdf,Current-radius feedback,2000,50,41
6.972128240519113,6.835096362017973,0.012345679012345678,6.903186780330593,crdf,Current-radius feedback,2000,50,42
6.976006869557901,6.832216891133333,0.012345679012345678,6.901683679809306,crdf,Current-radius feedback,2000,50,43
6.96904520566667,6.828896657176071,0.012345679012345678,6.8984967403284205,crdf,Current-radius feedback,2000,50,44
6.966270537274916,6.821543587062661,0.012345679012345678,6.892154508439202,crdf,Current-radius feedback,2000,50,45
6.966772496372352,6.819290959104338,0.012345679012345678,6.8920424865658285,crdf,Current-radius feedback,2000,50,46
6.958679133455061,6.811703696952294,0.012345679012345678,6.886513754458893,crdf,Current-radius feedback,2000,50,47
6.956646837175461,6.811768352016035,0.012345679012345678,6.885336351623799,crdf,Current-radius feedback,2000,50,48
6.954611556477069,6.808519615708003,0.012345679012345678,6.881005441213587,crdf,Current-radius feedback,2000,50,49
6.94906293427201,6.802719571314187,0.012345679012345678,6.878527241645737,crdf,Current-radius feedback,2000,50,50
6.947572761318622,6.804610023801336,0.012345679012345678,6.876372258395781,crdf,Current-radius feedback,2000,50,51
6.945753366777708,6.7972255468396785,0.012345679012345678,6.871740676124772,crdf,Current-radius feedback,2000,50,52
6.944316070437841,6.799084043326998,0.012345679012345678,6.872375137813412,crdf,Current-radius feedback,2000,50,53
6.9432398382189415,6.7944343944055205,0.012345679012345678,6.869943614267426,crdf,Current-radius feedback,2000,50,54
6.935553199587718,6.79262947941992,0.012345679012345678,6.86532117953856,crdf,Current-radius feedback,2000,50,55
6.939299287667761,6.788417211191659,0.012345679012345678,6.8644145889594315,crdf,Current-radius feedback,2000,50,56
6.93831980511944,6.784021189753899,0.012345679012345678,6.8607113887215885,crdf,Current-radius feedback,2000,50,57
6.9388045488797,6.786563601364866,0.012345679012345678,6.862541555876339,crdf,Current-radius feedback,2000,50,58
6.92984585102604,6.782718125787004,0.012345679012345678,6.8574359084388625,crdf,Current-radius feedback,2000,50,59
6.925147457040444,6.7805250229104495,0.012345679012345678,6.855696417872739,crdf,Current-radius feedback,2000,50,60
6.9240568467564945,6.782397392263687,0.012345679012345678,6.855511721514926,crdf,Current-radius feedback,2000,50,61
6.926369693373265,6.7775125229571955,0.012345679012345678,6.853158844444202,crdf,Current-radius feedback,2000,50,62
6.924906382590805,6.777287285874188,0.012345679012345678,6.8520557682720264,crdf,Current-radius feedback,2000,50,63
6.924487493451081,6.772920382557304,0.012345679012345678,6.850213476791277,crdf,Current-radius feedback,2000,50,64
6.921418424182566,6.7700827376753985,0.012345679012345678,6.848574752442982,crdf,Current-radius feedback,2000,50,65
6.918720263419793,6.7764094382760645,0.012345679012345678,6.848198598945322,crdf,Current-radius feedback,2000,50,66
6.917854656619968,6.775104829027949,0.012345679012345678,6.844809027016638,crdf,Current-radius feedback,2000,50,67
6.920801711035973,6.772493704957503,0.012345679012345678,6.845910664335795,crdf,Current-radius feedback,2000,50,68
6.919421526651235,6.766467595606975,0.012345679012345678,6.843234670998641,crdf,Current-radius feedback,2000,50,69
6.919005095557963,6.771584997975851,0.012345679012345678,6.843113364368983,crdf,Current-radius feedback,2000,50,70
6.913144884783,6.769647344427864,0.012345679012345678,6.841102206691152,crdf,Current-radius feedback,2000,50,71
6.911800361622772,6.768700553203488,0.012345679012345678,6.841224696560626,crdf,Current-radius feedback,2000,50,72
6.910667594945047,6.768172604450034,0.012345679012345678,6.839870005748001,crdf,Current-radius feedback,2000,50,73
6.906137018763052,6.763112353477111,0.012345679012345678,6.837806204170005,crdf,Current-radius feedback,2000,50,74
6.908061969318964,6.76259110857931,0.012345679012345678,6.8358296686598985,crdf,Current-radius feedback,2000,50,75
6.910454442490181,6.762949058520567,0.012345679012345678,6.837711521062555,crdf,Current-radius feedback,2000,50,76
6.907874714604659,6.760152952227288,0.012345679012345678,6.83684623641934,crdf,Current-radius feedback,2000,50,77
6.907380214826391,6.7650511762588454,0.012345679012345678,6.83640661308972,crdf,Current-radius feedback,2000,50,78
6.9059436677452135,6.760373765037173,0.012345679012345678,6.831783303676981,crdf,Current-radius feedback,2000,50,79
6.9076020120993915,6.760660920586789,0.012345679012345678,6.8336628270292445,crdf,Current-radius feedback,2000,50,80
