condition,degree_feedback,n_episodes,final_fragmentation_mean,final_fragmentation_std,final_fragmentation_ci95_low,final_fragmentation_ci95_high,mean_fragmentation_mean,mean_fragmentation_std,mean_fragmentation_ci95_low,mean_fragmentation_ci95_high,polar_order_mean,polar_order_std,polar_order_ci95_low,polar_order_ci95_high,neighbor_loss_rate_mean,neighbor_loss_rate_std,neighbor_loss_rate_ci95_low,neighbor_loss_rate_ci95_high,contact_break_rate_mean,contact_break_rate_std,contact_break_rate_ci95_low,contact_break_rate_ci95_high,control_energy_mean,control_energy_std,control_energy_ci95_low,control_energy_ci95_high
full_alf,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9837655327437744,0.011195043456237244,0.9806624250154897,0.9868686404720591,0.0015937500000000001,0.0008320954347308967,0.0013631049127989067,0.0018243950872010935,0.00173125,0.0009147446706595235,0.0014776957134063791,0.001984804286593621,0.009049472103666724,0.0012044627085386922,0.008715612074100265,0.009383332133233183
no_degree_feedback,0,50,0.07375,0.1519097182539682,0.03164277437303664,0.11585722562696335,0.19566542288557215,0.13279406104848504,0.15885678710664797,0.23247405866449633,0.8399762758711136,0.12544807010006356,0.8052038448977415,0.8747487068444856,0.000775,0.000742777725837279,0.000569112518593286,0.000980887481406714,0.0008125000000000001,0.0007730823048033114,0.0005982125178644352,0.001026787482135565,0.043331343915685216,0.03724315633479337,0.03300806766401296,0.053654620167357475
