method,method_label,seed,n_density_cells,density_cell_mean_final_fragmentation,density_cell_mean_mean_fragmentation,density_cell_mean_final_largest_scc_fraction,density_cell_mean_mean_largest_scc_fraction,density_cell_mean_mean_degree,density_cell_mean_mean_radius,density_cell_mean_mean_interaction_area,density_cell_mean_radius_temporal_variation,density_cell_mean_radius_command_temporal_variation,density_cell_mean_neighbor_loss_rate,density_cell_mean_contact_break_rate,density_cell_mean_control_energy
alf,ALF,20018,5,0.0,0.001616915422885572,1.0,0.9983830845771144,4.911567164179105,6.720759030215807,146.74572736678925,0.0013840671595918414,0.0015339779499445457,0.0020625,0.00225,0.01269131218558318
alf,ALF,20019,5,0.0,0.005161691542288557,1.0,0.994092039800995,5.510820895522388,6.879962677217387,153.0129536587613,0.0012005031418656647,0.0012530117561531642,0.0011875,0.0014375,0.009825471507519104
alf,ALF,20020,5,0.0,0.009825870646766169,0.9625,0.9571517412935323,5.573445273631841,6.972591918034082,156.8604179641628,0.001652561492774793,0.002117285088617169,0.0021874999999999998,0.00225,0.011580741213301191
alf,ALF,20021,5,0.0,0.005845771144278607,1.0,0.9941542288557214,5.787437810945273,6.974756657687296,158.9048072242533,0.001402696137352655,0.0020538117350747923,0.0020625,0.0021874999999999998,0.0094564784217364
alf,ALF,20022,5,0.0,0.013557213930348259,1.0,0.9864427860696517,4.905348258706468,7.067300896339707,161.84841292232227,0.0012451215804510395,0.0014580601883194492,0.0021875,0.0024375,0.009742770755439256
alf,ALF,20023,5,0.0,0.00043532338308457713,1.0,0.9995646766169154,5.613930348258707,6.685344091839054,147.06349344357812,0.0022573500910809084,0.002662955005334961,0.0028125,0.0029375,0.011198500076915424
alf,ALF,20024,5,0.0,0.04402985074626865,1.0,0.9514925373134329,4.932276119402985,6.914894964301096,155.40800335953938,0.0015311268817641065,0.0015620487193738794,0.0023125,0.0024375,0.0089466315575679
alf,ALF,20025,5,0.0,0.05453980099502488,1.0,0.9454601990049751,4.834390547263682,7.089530633726267,161.85562805467936,0.0017874895603885877,0.0019080666983967594,0.0035625000000000006,0.0040625,0.009554500900657313
alf,ALF,20026,5,0.0,0.0004975124378109452,1.0,0.9995024875621891,5.307898009950248,6.3592777849571975,134.57206556361402,0.001130220580510312,0.0018557114959432829,0.0017500000000000003,0.0018124999999999999,0.010867758057351455
alf,ALF,20027,5,0.0,0.01287313432835821,1.0,0.9871268656716417,5.325559701492537,6.932963657824963,156.46251172655644,0.0010108274399769275,0.0010108274407115419,0.0018124999999999999,0.001875,0.01440532893206618
