comparison,method,half_width,density,metric,n_pairs,n_bootstrap,paired_mean_difference,ci95_low,ci95_high
density_oracle - alf,density_oracle,14.0,0.02040816326530612,mean_largest_scc_fraction,50,2000,0.005254975124378105,0.00030457089552238465,0.013141013681592035
density_oracle - alf,density_oracle,14.0,0.02040816326530612,mean_degree,50,2000,0.2737375621890547,0.2210234763681592,0.3333560323383084
density_oracle - alf,density_oracle,14.0,0.02040816326530612,mean_radius,50,2000,0.3320761027545149,0.27045999581482977,0.39545585602390926
density_oracle - alf,density_oracle,14.0,0.02040816326530612,mean_interaction_area,50,2000,14.902628483110721,12.217425616108827,17.6753884028435
density_oracle - alf,density_oracle,14.0,0.02040816326530612,radius_temporal_variation,50,2000,0.0009188927264449622,0.000669872349669644,0.0011865818766385408
density_oracle - alf,density_oracle,14.0,0.02040816326530612,radius_command_temporal_variation,50,2000,0.011909596046988552,0.011486884064503608,0.012323171888977667
density_oracle - alf,density_oracle,14.0,0.02040816326530612,neighbor_loss_rate,50,2000,-0.00035624999999999996,-0.00051875,-0.00021250000000000002
density_oracle - alf,density_oracle,14.0,0.02040816326530612,contact_break_rate,50,2000,-0.0003625,-0.00053125,-0.00021250000000000002
density_oracle - alf,density_oracle,14.0,0.02040816326530612,control_energy,50,2000,-1.4675602917473604e-05,-3.4877289369397786e-05,1.5916547574131187e-07
knn_k6 - alf,knn_k6,14.0,0.02040816326530612,final_fragmentation,50,2000,0.0,0.0,0.0
knn_k6 - alf,knn_k6,14.0,0.02040816326530612,mean_fragmentation,50,2000,0.00036069651741293534,-0.0004914490049751244,0.0013992537313432835
knn_k6 - alf,knn_k6,14.0,0.02040816326530612,final_largest_scc_fraction,50,2000,-0.00125,-0.0125,0.01
knn_k6 - alf,knn_k6,14.0,0.02040816326530612,mean_largest_scc_fraction,50,2000,-0.00022388059701492491,-0.011784981343283582,0.010289645522388043
knn_k6 - alf,knn_k6,14.0,0.02040816326530612,mean_degree,50,2000,0.24951492537313424,0.1936943407960198,0.3087986629353233
knn_k6 - alf,knn_k6,14.0,0.02040816326530612,mean_radius,50,2000,0.5977807268637305,0.5335025850177714,0.6675775798094086
knn_k6 - alf,knn_k6,14.0,0.02040816326530612,mean_interaction_area,50,2000,28.413239064523975,25.595064601480917,31.314430968638117
knn_k6 - alf,knn_k6,14.0,0.02040816326530612,radius_temporal_variation,50,2000,-0.0006594219964198788,-0.0008565810955254384,-0.0004868752551170164
knn_k6 - alf,knn_k6,14.0,0.02040816326530612,radius_command_temporal_variation,50,2000,-0.0009099228594871063,-0.0011663837204654779,-0.0006540131481317385
knn_k6 - alf,knn_k6,14.0,0.02040816326530612,neighbor_loss_rate,50,2000,0.00034375000000000003,0.00013125000000000002,0.00056875
knn_k6 - alf,knn_k6,14.0,0.02040816326530612,contact_break_rate,50,2000,0.0008625000000000001,0.0006000000000000001,0.00111875
knn_k6 - alf,knn_k6,14.0,0.02040816326530612,control_energy,50,2000,-0.00024181583777910319,-0.000408466652105554,-0.00010334825919772536
fixed_r8_retained - alf,fixed_r8_retained,14.0,0.02040816326530612,final_fragmentation,50,2000,0.0,0.0,0.0
fixed_r8_retained - alf,fixed_r8_retained,14.0,0.02040816326530612,mean_fragmentation,50,2000,0.0002300995024875622,-7.462686567164178e-05,0.0005970149253731343
fixed_r8_retained - alf,fixed_r8_retained,14.0,0.02040816326530612,final_largest_scc_fraction,50,2000,0.005,0.0,0.015
fixed_r8_retained - alf,fixed_r8_retained,14.0,0.02040816326530612,mean_largest_scc_fraction,50,2000,0.005995024875621891,0.0008578980099502441,0.014639303482587063
fixed_r8_retained - alf,fixed_r8_retained,14.0,0.02040816326530612,mean_degree,50,2000,0.2858768656716418,0.21928140547263678,0.3527027363184078
fixed_r8_retained - alf,fixed_r8_retained,14.0,0.02040816326530612,mean_radius,50,2000,0.3477807268637305,0.2829437716642497,0.4169693437362325
fixed_r8_retained - alf,fixed_r8_retained,14.0,0.02040816326530612,mean_interaction_area,50,2000,15.650518909315434,12.963472181239693,18.6151061893663
fixed_r8_retained - alf,fixed_r8_retained,14.0,0.02040816326530612,radius_temporal_variation,50,2000,-0.0006594219964198788,-0.0008565650140177905,-0.0004812871696133897
fixed_r8_retained - alf,fixed_r8_retained,14.0,0.02040816326530612,radius_command_temporal_variation,50,2000,-0.0009099228594871063,-0.0011828693001185249,-0.0006673291888979882
fixed_r8_retained - alf,fixed_r8_retained,14.0,0.02040816326530612,neighbor_loss_rate,50,2000,-0.00011875,-0.00028765625,3.75e-05
fixed_r8_retained - alf,fixed_r8_retained,14.0,0.02040816326530612,contact_break_rate,50,2000,-0.00011875,-0.0002875,4.3749999999999986e-05
fixed_r8_retained - alf,fixed_r8_retained,14.0,0.02040816326530612,control_energy,50,2000,-0.0001443883936475583,-0.0002070910424313904,-8.863532127060624e-05
crmf - alf,crmf,18.0,0.012345679012345678,final_fragmentation,50,2000,0.01,0.0,0.03
crmf - alf,crmf,18.0,0.012345679012345678,mean_fragmentation,50,2000,0.0012126865671641786,-0.0007092661691542302,0.003768656716417909
crmf - alf,crmf,18.0,0.012345679012345678,final_largest_scc_fraction,50,2000,0.01,-0.02,0.0425
crmf - alf,crmf,18.0,0.012345679012345678,mean_largest_scc_fraction,50,2000,0.016225124378109457,0.003207711442786067,0.03523725124378109
crmf - alf,crmf,18.0,0.012345679012345678,mean_degree,50,2000,0.07465796019900499,0.052061100746268685,0.0998140547263682
crmf - alf,crmf,18.0,0.012345679012345678,mean_radius,50,2000,0.13339499077722938,0.09772399621090953,0.16910510474144227
crmf - alf,crmf,18.0,0.012345679012345678,mean_interaction_area,50,2000,6.135329790662727,4.671598312799813,7.896069675463838
crmf - alf,crmf,18.0,0.012345679012345678,radius_temporal_variation,50,2000,0.00037637720242473144,0.00019600877032463723,0.0005741566122657669
crmf - alf,crmf,18.0,0.012345679012345678,radius_command_temporal_variation,50,2000,0.000498640357911313,0.0002677110599796295,0.0007701722267632109
crmf - alf,crmf,18.0,0.012345679012345678,neighbor_loss_rate,50,2000,-6.25e-05,-0.00011875,-6.250000000000009e-06
crmf - alf,crmf,18.0,0.012345679012345678,contact_break_rate,50,2000,-6.25e-05,-0.00011875,-6.250000000000005e-06
crmf - alf,crmf,18.0,0.012345679012345678,control_energy,50,2000,-4.6103319180311917e-05,-0.00013509939860239522,6.8446341362834086e-06
stardisplay - alf,stardisplay,18.0,0.012345679012345678,final_fragmentation,50,2000,0.0275,0.007468750000000001,0.05253124999999983
stardisplay - alf,stardisplay,18.0,0.012345679012345678,mean_fragmentation,50,2000,0.027761194029850746,0.004849657960199005,0.04960836442786069
stardisplay - alf,stardisplay,18.0,0.012345679012345678,final_largest_scc_fraction,50,2000,-0.12625,-0.17003125000000002,-0.08371875000000017
stardisplay - alf,stardisplay,18.0,0.012345679012345678,mean_largest_scc_fraction,50,2000,-0.12095771144278605,-0.16194807213930348,-0.08179415422885572
stardisplay - alf,stardisplay,18.0,0.012345679012345678,mean_degree,50,2000,-0.47939054726368163,-0.5410054415422885,-0.41942055348258706
stardisplay - alf,stardisplay,18.0,0.012345679012345678,mean_radius,50,2000,-0.9323083021017617,-0.9714622602486772,-0.8950761328001906
stardisplay - alf,stardisplay,18.0,0.012345679012345678,mean_interaction_area,50,2000,-43.103861901521725,-44.729641640705765,-41.525359997035075
stardisplay - alf,stardisplay,18.0,0.012345679012345678,radius_temporal_variation,50,2000,0.011883682079177749,0.01124833009634978,0.012572850645801983
stardisplay - alf,stardisplay,18.0,0.012345679012345678,radius_command_temporal_variation,50,2000,0.10308914813430661,0.09312150875558912,0.11356111810523838
stardisplay - alf,stardisplay,18.0,0.012345679012345678,neighbor_loss_rate,50,2000,0.00173125,0.0014624999999999998,0.00204375
stardisplay - alf,stardisplay,18.0,0.012345679012345678,contact_break_rate,50,2000,0.00175625,0.0014750000000000002,0.002075
stardisplay - alf,stardisplay,18.0,0.012345679012345678,control_energy,50,2000,0.0036586393189613547,0.001952959215790609,0.0056297556403194305
density_oracle - alf,density_oracle,18.0,0.012345679012345678,final_fragmentation,50,2000,0.01,0.0,0.03
density_oracle - alf,density_oracle,18.0,0.012345679012345678,mean_fragmentation,50,2000,0.0012437810945273625,-0.0007405161691542312,0.003924284825870647
density_oracle - alf,density_oracle,18.0,0.012345679012345678,final_largest_scc_fraction,50,2000,0.01,-0.02,0.04375
density_oracle - alf,density_oracle,18.0,0.012345679012345678,mean_largest_scc_fraction,50,2000,0.016206467661691547,0.0027420708955223985,0.03552316542288557
density_oracle - alf,density_oracle,18.0,0.012345679012345678,mean_degree,50,2000,0.08064676616915423,0.05785276741293533,0.10654244402985075
density_oracle - alf,density_oracle,18.0,0.012345679012345678,mean_radius,50,2000,0.14030191028121256,0.10766109696718126,0.17709737943395634
density_oracle - alf,density_oracle,18.0,0.012345679012345678,mean_interaction_area,50,2000,6.464396033432292,4.912606839553629,8.100503596079795
density_oracle - alf,density_oracle,18.0,0.012345679012345678,radius_temporal_variation,50,2000,0.0003798056812005713,0.0001999338151328233,0.0005641892163749608
density_oracle - alf,density_oracle,18.0,0.012345679012345678,radius_command_temporal_variation,50,2000,0.006790931681349071,0.006206231905897919,0.007365683853005641
density_oracle - alf,density_oracle,18.0,0.012345679012345678,neighbor_loss_rate,50,2000,-6.25e-05,-0.00011875,-1.2499999999999999e-05
density_oracle - alf,density_oracle,18.0,0.012345679012345678,contact_break_rate,50,2000,-6.25e-05,-0.00011875,-1.2499999999999999e-05
density_oracle - alf,density_oracle,18.0,0.012345679012345678,control_energy,50,2000,-4.71439088155658e-05,-0.00013534307604569582,5.037450622615731e-06
knn_k6 - alf,knn_k6,18.0,0.012345679012345678,final_fragmentation,50,2000,0.01375,-0.005,0.04
knn_k6 - alf,knn_k6,18.0,0.012345679012345678,mean_fragmentation,50,2000,-0.004912935323383087,-0.015344060945273635,0.004726523631840796
knn_k6 - alf,knn_k6,18.0,0.012345679012345678,final_largest_scc_fraction,50,2000,0.00625,-0.0225,0.035
knn_k6 - alf,knn_k6,18.0,0.012345679012345678,mean_largest_scc_fraction,50,2000,0.023028606965174135,0.00844449626865672,0.04232742537313432
knn_k6 - alf,knn_k6,18.0,0.012345679012345678,mean_degree,50,2000,0.16572761194029847,0.12560665422885567,0.20592692786069644
knn_k6 - alf,knn_k6,18.0,0.012345679012345678,mean_radius,50,2000,0.396629438723053,0.35975773969007596,0.4354378600224055
knn_k6 - alf,knn_k6,18.0,0.012345679012345678,mean_interaction_area,50,2000,19.53242732001137,17.894426307720824,21.248956350876472
knn_k6 - alf,knn_k6,18.0,0.012345679012345678,radius_temporal_variation,50,2000,-0.00025611092715950535,-0.00037988509109883,-0.00014773626508689884
knn_k6 - alf,knn_k6,18.0,0.012345679012345678,radius_command_temporal_variation,50,2000,-0.0002741851990267052,-0.00041065419788049957,-0.00016198553674481243
knn_k6 - alf,knn_k6,18.0,0.012345679012345678,neighbor_loss_rate,50,2000,0.0005875,0.00040625000000000004,0.0007875
knn_k6 - alf,knn_k6,18.0,0.012345679012345678,contact_break_rate,50,2000,0.0006812499999999999,0.00048750000000000003,0.000906406249999999
knn_k6 - alf,knn_k6,18.0,0.012345679012345678,control_energy,50,2000,-0.0009174083064775451,-0.0021199775549764674,0.0003160755018771928
fixed_r8_retained - alf,fixed_r8_retained,18.0,0.012345679012345678,final_fragmentation,50,2000,0.0,0.0,0.0
fixed_r8_retained - alf,fixed_r8_retained,18.0,0.012345679012345678,mean_fragmentation,50,2000,-0.0021703980099502494,-0.010480410447761193,0.004104788557213926
fixed_r8_retained - alf,fixed_r8_retained,18.0,0.012345679012345678,final_largest_scc_fraction,50,2000,0.02,0.0,0.04878124999999983
fixed_r8_retained - alf,fixed_r8_retained,18.0,0.012345679012345678,mean_largest_scc_fraction,50,2000,0.020317164179104473,0.005745180348258702,0.04002129975124376
fixed_r8_retained - alf,fixed_r8_retained,18.0,0.012345679012345678,mean_degree,50,2000,0.09497512437810944,0.06261909203980098,0.12878280472636813
fixed_r8_retained - alf,fixed_r8_retained,18.0,0.012345679012345678,mean_radius,50,2000,0.14662943872305298,0.10874383285562099,0.1836246221358651
fixed_r8_retained - alf,fixed_r8_retained,18.0,0.012345679012345678,mean_interaction_area,50,2000,6.76970716480283,5.198967761298684,8.458638126808646
fixed_r8_retained - alf,fixed_r8_retained,18.0,0.012345679012345678,radius_temporal_variation,50,2000,-0.00025611092715950535,-0.0003748540409624773,-0.00015203473591019
fixed_r8_retained - alf,fixed_r8_retained,18.0,0.012345679012345678,radius_command_temporal_variation,50,2000,-0.0002741851990267052,-0.00040224554353540936,-0.00016075794737829385
fixed_r8_retained - alf,fixed_r8_retained,18.0,0.012345679012345678,neighbor_loss_rate,50,2000,-6.25e-05,-0.00011875,-6.250000000000012e-06
fixed_r8_retained - alf,fixed_r8_retained,18.0,0.012345679012345678,contact_break_rate,50,2000,-6.25e-05,-0.00011875,-1.2343750000000842e-05
fixed_r8_retained - alf,fixed_r8_retained,18.0,0.012345679012345678,control_energy,50,2000,0.000280525051399154,-0.00012764314074337627,0.0010160144483783375
