density,failure_indicator_mean,failure_indicator_sd,geometry,mean_contact_break_rate_mean,mean_contact_break_rate_sd,mean_control_effort_proxy_mean,mean_control_effort_proxy_sd,mean_fragmentation_mean,mean_fragmentation_sd,mean_largest_scc_fraction_mean,mean_largest_scc_fraction_sd,method,method_label,n_pairs,radius_temporal_variation_mean,radius_temporal_variation_sd,recovery_steps_after_release_mean,recovery_steps_after_release_sd,scenario
0.0123,0.26666666666666666,0.4497764451088036,clustered,0.00038864867940705157,0.00018885969090294156,0.006274049111755238,0.0009082282918192983,0.1499375,0.18734593886228132,0.7275520833333334,0.2131443243105755,crmf,CRMF,30,0.004055476785347969,0.0017429787202305168,34.166666666666664,29.77858908370395,clean
0.0204,0.2,0.4068381021724862,clustered,0.0004761818453983164,0.00023141300470140797,0.0062373288293926,0.0008739542500897299,0.1274375,0.17346124216183736,0.7691874999999999,0.19227976654003315,crmf,CRMF,30,0.0037512708929615963,0.0017904690186573262,23.133333333333333,29.59815154215958,clean
0.0331,0.16666666666666666,0.3790490217894517,clustered,0.00048236351797386755,0.00023732423854225452,0.006229759709492768,0.0009017819905277971,0.1195,0.16794061963723347,0.7960416666666668,0.19452217397352173,crmf,CRMF,30,0.0037160507468595163,0.0018253084485234893,24.4,30.39464562646883,clean
0.0123,0.13333333333333333,0.3457459036417604,uniform,0.00043372879005577073,0.00038862860355758474,0.006926241784359799,0.0007309617024633006,0.08385416666666666,0.0705021787029863,0.9145520833333334,0.06978949082000262,crmf,CRMF,30,0.00038294065616819895,0.0005772855263392975,8.133333333333333,21.090500122147382,clean
0.0204,0.0,0.0,uniform,0.0003922025350000405,0.00026574966191263914,0.006560751166960669,0.0005891074324265793,0.00309375,0.006983060438081326,0.996,0.009359685767824356,crmf,CRMF,30,0.0012434860039062673,0.0010872218949574647,0.0,0.0,clean
0.0331,0.0,0.0,uniform,0.00044449238223891505,0.0002140307872414123,0.006309046225860734,0.0006016612632513032,0.0,0.0,1.0,0.0,crmf,CRMF,30,0.002898821354921023,0.0009993406591762176,0.0,0.0,clean
0.0123,0.26666666666666666,0.4497764451088036,clustered,0.000580928481172033,0.0002872426077086522,0.006274153614556993,0.0009081982874800445,0.16745833333333332,0.1850090961572418,0.70784375,0.20413398854056236,crmf,CRMF,30,0.005809778458566629,0.0017684073403527116,36.6,28.65923453510109,count_overcount_one
0.0204,0.23333333333333334,0.4301830671520763,clustered,0.0007257225773515054,0.00025064504631143203,0.0062376148066053735,0.0008740121371371119,0.14495833333333333,0.17584662306099033,0.7413020833333334,0.1839235612134358,crmf,CRMF,30,0.005570171077302398,0.0017356093119811188,33.7,30.11374986670512,count_overcount_one
0.0331,0.16666666666666666,0.3790490217894517,clustered,0.0008113466929046492,0.00023921150467647186,0.006229760561327752,0.0009017366848006203,0.131375,0.17179903493667364,0.77471875,0.1911794394218449,crmf,CRMF,30,0.0057724257680197835,0.0017723311722331809,30.5,31.021405290652073,count_overcount_one
0.0123,0.13333333333333333,0.3457459036417604,uniform,0.00043372879005577073,0.00038862860355758474,0.00692624840530315,0.0007309459033618496,0.08385416666666666,0.0705021787029863,0.9145520833333334,0.06978949082000262,crmf,CRMF,30,0.0005654776841553818,0.0007456417575895458,8.133333333333333,21.090500122147382,count_overcount_one
0.0204,0.0,0.0,uniform,0.00042124001865176825,0.00025493025241448504,0.006560748253900266,0.0005891097333021226,0.00309375,0.006983060438081326,0.996,0.009359685767824356,crmf,CRMF,30,0.0016707531300838051,0.0012122831714938534,0.0,0.0,count_overcount_one
0.0331,0.0,0.0,uniform,0.0005803459295310699,0.0002379656312303293,0.006309046224468927,0.0006016612667378232,0.0,0.0,1.0,0.0,crmf,CRMF,30,0.004352052294742158,0.0009807636652251106,0.0,0.0,count_overcount_one
0.0123,0.26666666666666666,0.4497764451088036,clustered,0.0003921483542087768,0.00019201770638430774,0.006274546158442537,0.0009079189638508307,0.14077083333333332,0.1768718915997528,0.78278125,0.19125555248165907,crmf,CRMF,30,0.007629788712884294,0.002137025995301095,19.7,28.00018472845467,count_undercount_one
