"density","method","method_label","metric","mean","ci95_low","ci95_high","n_seeds","n_bootstrap","bootstrap_unit"
"0.02040816326530612","fixed_r8_retained","Maximum radius + retention","mean_degree","4.239713930348259","4.086354788557214","4.390601368159205","50","2000","shared evaluation seed"
"0.02040816326530612","fixed_r8_retained","Maximum radius + retention","mean_interaction_area","201.06192982974676","201.06192982974676","201.06192982974676","50","2000","shared evaluation seed"
"0.02040816326530612","fixed_r8_retained","Maximum radius + retention","mean_radius","8.0","8.0","8.0","50","2000","shared evaluation seed"
"0.02040816326530612","fixed_r8_retained","Maximum radius + retention","neighbor_loss_rate","0.0011375","0.00095","0.0013375000000000001","50","2000","shared evaluation seed"
"0.03305785123966942","alf","ALF","final_fragmentation","0.0","0.0","0.0","50","2000","shared evaluation seed"
"0.03305785123966942","alf","ALF","final_largest_scc_fraction","0.99625","0.98875","1.0","50","2000","shared evaluation seed"
"0.03305785123966942","alf","ALF","mean_degree","5.442213930348259","5.308154228855722","5.573770055970148","50","2000","shared evaluation seed"
"0.03305785123966942","alf","ALF","mean_interaction_area","164.6167875382949","160.444254803186","168.8259106567134","50","2000","shared evaluation seed"
"0.03305785123966942","alf","ALF","mean_radius","7.169669607113417","7.073430846295132","7.268851398230851","50","2000","shared evaluation seed"
"0.03305785123966942","alf","ALF","neighbor_loss_rate","0.0020375000000000002","0.0017125","0.00235625","50","2000","shared evaluation seed"
"0.03305785123966942","fixed_r8","Maximum radius","final_fragmentation","0.0","0.0","0.0","50","2000","shared evaluation seed"
"0.03305785123966942","fixed_r8","Maximum radius","final_largest_scc_fraction","1.0","1.0","1.0","50","2000","shared evaluation seed"
"0.03305785123966942","fixed_r8","Maximum radius","mean_degree","6.332213930348258","6.14156685323383","6.5204682835820895","50","2000","shared evaluation seed"
"0.03305785123966942","fixed_r8","Maximum radius","mean_interaction_area","201.06192982974676","201.06192982974676","201.06192982974676","50","2000","shared evaluation seed"
"0.03305785123966942","fixed_r8","Maximum radius","mean_radius","8.0","8.0","8.0","50","2000","shared evaluation seed"
"0.03305785123966942","fixed_r8","Maximum radius","neighbor_loss_rate","0.0020125","0.0016875000000000002","0.00238125","50","2000","shared evaluation seed"
"0.03305785123966942","fixed_r8_retained","Maximum radius + retention","final_fragmentation","0.0","0.0","0.0","50","2000","shared evaluation seed"
"0.03305785123966942","fixed_r8_retained","Maximum radius + retention","final_largest_scc_fraction","1.0","1.0","1.0","50","2000","shared evaluation seed"
"0.03305785123966942","fixed_r8_retained","Maximum radius + retention","mean_degree","6.503258706467661","6.299370646766169","6.690118159203981","50","2000","shared evaluation seed"
"0.03305785123966942","fixed_r8_retained","Maximum radius + retention","mean_interaction_area","201.06192982974676","201.06192982974676","201.06192982974676","50","2000","shared evaluation seed"
"0.03305785123966942","fixed_r8_retained","Maximum radius + retention","mean_radius","8.0","8.0","8.0","50","2000","shared evaluation seed"
"0.03305785123966942","fixed_r8_retained","Maximum radius + retention","neighbor_loss_rate","0.00111875","0.0008812500000000001","0.0013750000000000001","50","2000","shared evaluation seed"
"0.04938271604938271","alf","ALF","final_fragmentation","0.0","0.0","0.0","50","2000","shared evaluation seed"
"0.04938271604938271","alf","ALF","final_largest_scc_fraction","0.99375","0.98125","1.0","50","2000","shared evaluation seed"
"0.04938271604938271","alf","ALF","mean_degree","6.829135572139303","6.685403140547264","6.99128125","50","2000","shared evaluation seed"
"0.04938271604938271","alf","ALF","mean_interaction_area","135.86175183815843","131.45708122461687","140.37518303770074","50","2000","shared evaluation seed"
"0.04938271604938271","alf","ALF","mean_radius","6.463286581247982","6.354286607633591","6.5706099582211674","50","2000","shared evaluation seed"
"0.04938271604938271","alf","ALF","neighbor_loss_rate","0.00285","0.00248125","0.0032124999999999996","50","2000","shared evaluation seed"
"0.04938271604938271","fixed_r8","Maximum radius","final_fragmentation","0.0","0.0","0.0","50","2000","shared evaluation seed"
"0.04938271604938271","fixed_r8","Maximum radius","final_largest_scc_fraction","1.0","1.0","1.0","50","2000","shared evaluation seed"
"0.04938271604938271","fixed_r8","Maximum radius","mean_degree","9.319154228855721","9.118119092039802","9.521981032338308","50","2000","shared evaluation seed"
"0.04938271604938271","fixed_r8","Maximum radius","mean_interaction_area","201.06192982974676","201.06192982974676","201.06192982974676","50","2000","shared evaluation seed"
"0.04938271604938271","fixed_r8","Maximum radius","mean_radius","8.0","8.0","8.0","50","2000","shared evaluation seed"
"0.04938271604938271","fixed_r8","Maximum radius","neighbor_loss_rate","0.00210625","0.00185625","0.0023625","50","2000","shared evaluation seed"
"0.04938271604938271","fixed_r8_retained","Maximum radius + retention","final_fragmentation","0.0","0.0","0.0","50","2000","shared evaluation seed"
"0.04938271604938271","fixed_r8_retained","Maximum radius + retention","final_largest_scc_fraction","1.0","1.0","1.0","50","2000","shared evaluation seed"
"0.04938271604938271","fixed_r8_retained","Maximum radius + retention","mean_degree","9.564950248756219","9.38269776119403","9.77217537313433","50","2000","shared evaluation seed"
"0.04938271604938271","fixed_r8_retained","Maximum radius + retention","mean_interaction_area","201.06192982974676","201.06192982974676","201.06192982974676","50","2000","shared evaluation seed"
"0.04938271604938271","fixed_r8_retained","Maximum radius + retention","mean_radius","8.0","8.0","8.0","50","2000","shared evaluation seed"
"0.04938271604938271","fixed_r8_retained","Maximum radius + retention","neighbor_loss_rate","0.0011875000000000002","0.0009812500000000001","0.0014000000000000002","50","2000","shared evaluation seed"
"0.08163265306122448","alf","ALF","final_fragmentation","0.0","0.0","0.0","50","2000","shared evaluation seed"
"0.08163265306122448","alf","ALF","final_largest_scc_fraction","1.0","1.0","1.0","50","2000","shared evaluation seed"
"0.08163265306122448","alf","ALF","mean_degree","7.265292288557214","7.1103692475124385","7.43525342039801","50","2000","shared evaluation seed"
"0.08163265306122448","alf","ALF","mean_interaction_area","86.94940883909885","84.18554745678857","89.59271366762246","50","2000","shared evaluation seed"
"0.08163265306122448","alf","ALF","mean_radius","5.166740318836223","5.078328038837955","5.253494966931714","50","2000","shared evaluation seed"
"0.08163265306122448","alf","ALF","neighbor_loss_rate","0.0032687500000000004","0.0029","0.00366875","50","2000","shared evaluation seed"
"0.08163265306122448","fixed_r8","Maximum radius","final_fragmentation","0.0","0.0","0.0","50","2000","shared evaluation seed"
"0.08163265306122448","fixed_r8","Maximum radius","final_largest_scc_fraction","1.0","1.0","1.0","50","2000","shared evaluation seed"
"0.08163265306122448","fixed_r8","Maximum radius","mean_degree","11.805074626865672","11.657211442786071","11.97498725124378","50","2000","shared evaluation seed"
"0.08163265306122448","fixed_r8","Maximum radius","mean_interaction_area","153.93804002589985","153.93804002589985","153.93804002589985","50","2000","shared evaluation seed"
"0.08163265306122448","fixed_r8","Maximum radius","mean_radius","7.0","7.0","7.0","50","2000","shared evaluation seed"
"0.08163265306122448","fixed_r8","Maximum radius","neighbor_loss_rate","0.0025124999999999995","0.00220625","0.00281875","50","2000","shared evaluation seed"
"0.08163265306122448","fixed_r8_retained","Maximum radius + retention","final_fragmentation","0.0","0.0","0.0","50","2000","shared evaluation seed"
"0.08163265306122448","fixed_r8_retained","Maximum radius + retention","final_largest_scc_fraction","1.0","1.0","1.0","50","2000","shared evaluation seed"
"0.08163265306122448","fixed_r8_retained","Maximum radius + retention","mean_degree","11.33745024875622","11.16725","11.5148065920398","50","2000","shared evaluation seed"
"0.08163265306122448","fixed_r8_retained","Maximum radius + retention","mean_interaction_area","143.13881527918494","143.13881527918494","143.13881527918494","50","2000","shared evaluation seed"
"0.08163265306122448","fixed_r8_retained","Maximum radius + retention","mean_radius","6.75","6.75","6.75","50","2000","shared evaluation seed"
"0.08163265306122448","fixed_r8_retained","Maximum radius + retention","neighbor_loss_rate","0.0013375000000000001","0.0011","0.0016","50","2000","shared evaluation seed"
