target_degree,eval_seed,n_agents,steps,final_fragmentation,mean_fragmentation,polar_order,neighbor_loss_rate,control_energy,mean_radius,mean_probe_degree,mean_interaction_out_degree
2,20023,16,200,0.0,0.0,0.9726017976941184,0.004375,0.010738880341725177,4.050636492013524,2.5366915422885574,2.515858208955224
2,20024,16,200,0.0,0.05690298507462686,0.8222423788472162,0.00375,0.009302033535161857,4.385123866135921,2.003731343283582,2.423507462686567
2,20025,16,200,0.0,0.14272388059701493,0.9022248222972173,0.004375,0.011288944820279544,4.531477477701702,1.7282338308457712,2.471082089552239
2,20026,16,200,0.375,0.2689676616915423,0.9887372782302748,0.0046875,0.013572527223886464,3.4802601463282024,3.491915422885572,2.076492537313433
2,20027,16,200,0.1875,0.18097014925373134,0.706063429831471,0.00125,0.027407643550582547,5.240351685045649,1.001865671641791,2.560945273631841
2,20028,16,200,0.0,0.05006218905472637,0.933850526857599,0.0025,0.018138444804324163,5.322346500425275,0.8227611940298507,2.5398009950248754
2,20029,16,200,0.0,0.03700248756218905,0.9785564004936005,0.001875,0.012972017696941049,5.056945131853549,1.3383084577114428,2.251554726368159
2,20030,16,200,0.0,0.026741293532338308,0.88848732768007,0.00875,0.012427684470549266,3.545341522619179,3.0223880597014925,2.486629353233831
2,20031,16,200,0.0,0.07213930348258707,0.8126361191326551,0.0059375,0.016086522168854468,4.063346415702882,2.3370646766169156,2.345771144278607
2,20032,16,200,0.0,0.06312189054726368,0.9870097693111011,0.0046875,0.011805921034407902,4.707056553676048,1.5534825870646767,2.0796019900497513
2,20033,16,200,0.0,0.04446517412935323,0.9775726466176168,0.0046875,0.022704199366850593,4.618388843753827,1.63681592039801,2.4580223880597014
2,20034,16,200,0.0,0.07369402985074627,0.9281029316657322,0.0015625,0.009022951512719373,4.4039247963774315,1.7350746268656716,2.2490671641791047
2,20035,16,200,0.0,0.12748756218905472,0.8613395301422684,0.001875,0.016404029794814215,5.095663345841238,1.2406716417910448,2.404228855721393
2,20036,16,200,0.0,0.0021766169154228856,0.9667587983299852,0.003125,0.01393199696963929,4.850240273524376,1.2294776119402986,2.53886815920398
2,20037,16,200,0.0,0.012126865671641791,0.9648079064032669,0.0025,0.012105260332924408,5.290373313219171,1.001865671641791,2.6573383084577116
2,20038,16,200,0.0,0.10074626865671642,0.8349612706033587,0.008125,0.0122849363220323,4.539084179400145,1.7145522388059702,2.4011194029850746
2,20039,16,200,0.3125,0.24098258706467662,0.9118281514439103,0.0084375,0.013503003810981917,3.9102680798852854,2.799129353233831,2.2708333333333335
2,20040,16,200,0.0,0.026741293532338308,0.8745495471868697,0.005,0.013204819868526669,4.118168028631608,2.251865671641791,2.2863805970149254
2,20041,16,200,0.0,0.006840796019900498,0.9243020648801269,0.0015625,0.011600534232350744,4.8415113425599,1.3706467661691542,2.236629353233831
2,20042,16,200,0.0,0.16791044776119404,0.9041855655096659,0.0059375,0.013087171151718256,4.824808914864868,1.3569651741293531,2.4819651741293534
2,20043,16,200,0.0,0.025497512437810944,0.9741062787142026,0.0034375,0.015955166698142304,4.276494694328081,2.123134328358209,2.4546019900497513
2,20044,16,200,0.0,0.01585820895522388,0.9383978370886423,0.004375,0.011884915976348085,4.62211811017484,1.7375621890547264,2.327425373134328
2,20045,16,200,0.0,0.08333333333333333,0.9748501554194854,0.010625,0.011215760757940388,3.679122717783575,3.0752487562189055,2.302549751243781
2,20046,16,200,0.0,0.010883084577114429,0.9835732305332082,0.0025,0.008655427614818684,4.951170857241886,1.4048507462686568,2.6299751243781095
2,20047,16,200,0.125,0.09203980099502487,0.9649431910172135,0.003125,0.013119607406393268,4.507537572200826,1.914179104477612,1.974813432835821
2,20048,16,200,0.0,0.027985074626865673,0.7923846814191159,0.005625,0.017040662909774792,4.722925199205958,1.506218905472637,2.4608208955223883
2,20049,16,200,0.0,0.10851990049751244,0.7170893337600581,0.005,0.011229594163738386,4.3847158702916635,1.9527363184079602,2.512126865671642
3,20000,16,200,0.0,0.0,0.9761742477477174,0.0025,0.01096301025544213,6.233977089155327,1.1604477611940298,3.2133084577114426
3,20001,16,200,0.0,0.0,0.9333919423282405,0.0015625,0.010970715131030264,5.848610331626652,1.3563432835820894,3.255907960199005
3,20002,16,200,0.0,0.0,0.9452258355051951,0.00375,0.009729156387319905,6.068034289138627,1.248134328358209,2.950559701492537
3,20003,16,200,0.0,0.0,0.9878903170450429,0.001875,0.011039005184909483,6.0621397592842605,1.0024875621890548,3.746268656716418
3,20004,16,200,0.0,0.0012437810945273632,0.9757760245682479,0.00125,0.011648344145409231,6.435351342446739,1.097636815920398,3.593283582089552
3,20005,16,200,0.0,0.018034825870646767,0.9593719398776287,0.0025,0.01229562185878973,5.449933962468425,1.8171641791044777,3.5929726368159205
3,20006,16,200,0.0,0.0,0.9871735673311895,0.000625,0.008953848398209209,6.646515826680978,1.0012437810945274,3.904850746268657
3,20007,16,200,0.0,0.0,0.9577531854449186,0.0009375,0.008404683408976727,5.923686998434881,1.3725124378109452,3.7328980099502487
