contact_break_rate_mean,contact_break_rate_sd,control_energy_mean,control_energy_sd,final_fragmentation_mean,final_fragmentation_sd,final_largest_scc_fraction_mean,final_largest_scc_fraction_sd,mean_degree_mean,mean_degree_sd,mean_fragmentation_mean,mean_fragmentation_sd,mean_interaction_area_mean,mean_interaction_area_sd,mean_largest_scc_fraction_mean,mean_largest_scc_fraction_sd,mean_radius_mean,mean_radius_sd,method,n_evaluation_seeds,neighbor_loss_rate_mean,neighbor_loss_rate_sd,radius_command_temporal_variation_mean,radius_command_temporal_variation_sd,radius_temporal_variation_mean,radius_temporal_variation_sd,selected_cap
0.0008375,0.000678336425472235,0.017622811263449372,0.010058231300695573,0.0025,0.017677669529663688,0.9775,0.0872627980205044,2.8719278606965175,0.4050719690237818,0.08361940298507463,0.094818589418867,194.29222266494395,6.170064134018846,0.8982338308457711,0.11697262322846808,7.8533705612769475,0.13659911466376257,alf,50,0.0008125000000000001,0.000643848442047141,0.0002741851990267052,0.00045156544680981844,0.00025611092715950535,0.00041999491736602573,8.0
0.00068125,0.0005844293942271681,0.01844344547295232,0.009437032484291284,0.015,0.07840892285750053,0.985,0.07840892285750053,2.927213930348259,0.40265408360342386,0.08675373134328358,0.10243602947665979,195.4994332839712,0.8941529313910723,0.9121828358208955,0.1019282964626732,7.888052558262407,0.01893623504513487,crmf,50,0.00065,0.000564127464247547,0.0007684336281877914,0.0009919323344777771,0.000581244332133361,0.0005425762451488314,7.9
