bootstrap_unit,ci95_high,ci95_low,comparison,density,half_width,metric,n_bootstrap,n_pairs,paired_mean_difference
shared evaluation seed,0.006857216458774166,0.004719337952203658,CRMF - ALF,0.03305785123966942,11.0,radius_command_temporal_variation,2000,50,0.005699100716205715
shared evaluation seed,0.0,0.0,CRMF - ALF,0.03305785123966942,11.0,radius_min_saturation_fraction,2000,50,0.0
shared evaluation seed,-0.07511069651741295,-0.13412935323383082,CRMF - ALF,0.03305785123966942,11.0,radius_max_saturation_fraction,2000,50,-0.10430348258706466
shared evaluation seed,-3.607500932835821,-3.84488572761194,CRMF - ALF,0.03305785123966942,11.0,mean_degree_error,2000,50,-3.7274564676616917
shared evaluation seed,-18.342565920398012,-20.036972792288555,CRMF - ALF,0.03305785123966942,11.0,mean_degree_error_sq,2000,50,-19.16641169154229
shared evaluation seed,0.0016625,0.0004125,CRMF - ALF,0.03305785123966942,11.0,radius_oscillation_frequency,2000,50,0.00094375
shared evaluation seed,0.0,0.0,CRDF - ALF,0.02040816326530612,14.0,final_fragmentation,2000,50,0.0
shared evaluation seed,0.026225746268656713,0.002537313432835821,CRDF - ALF,0.02040816326530612,14.0,mean_fragmentation,2000,50,0.01217039800995025
shared evaluation seed,-0.08,-0.15628125,CRDF - ALF,0.02040816326530612,14.0,final_largest_scc_fraction,2000,50,-0.11625
shared evaluation seed,-0.10851725746268659,-0.17917039800995024,CRDF - ALF,0.02040816326530612,14.0,mean_largest_scc_fraction,2000,50,-0.1438681592039801
shared evaluation seed,-0.9386831467661693,-1.1385461753731343,CRDF - ALF,0.02040816326530612,14.0,mean_degree,2000,50,-1.0368097014925375
shared evaluation seed,-1.223914023311213,-1.3529680507171096,CRDF - ALF,0.02040816326530612,14.0,mean_radius,2000,50,-1.289769713321642
shared evaluation seed,-53.45773567437881,-58.96323880315169,CRDF - ALF,0.02040816326530612,14.0,mean_interaction_area,2000,50,-56.26125201111524
shared evaluation seed,0.00404390625,0.003212343750000001,CRDF - ALF,0.02040816326530612,14.0,neighbor_loss_rate,2000,50,0.0036312500000000004
shared evaluation seed,0.0022512318635019854,-0.01406056366713173,CRDF - ALF,0.02040816326530612,14.0,polar_order,2000,50,-0.006928512852777899
shared evaluation seed,0.0014039853785292693,0.0006528510660118727,CRDF - ALF,0.02040816326530612,14.0,velocity_dispersion,2000,50,0.0009886203835620204
shared evaluation seed,0.00022892681012594981,4.655225210198999e-05,CRDF - ALF,0.02040816326530612,14.0,control_energy,2000,50,0.00013041833803848342
shared evaluation seed,0.029972080740405933,0.02620186441584134,CRDF - ALF,0.02040816326530612,14.0,radius_temporal_variation,2000,50,0.028061924802474728
shared evaluation seed,0.3674039968139116,0.30498718456983076,CRDF - ALF,0.02040816326530612,14.0,radius_command_temporal_variation,2000,50,0.3361519970115324
shared evaluation seed,0.0,0.0,CRDF - ALF,0.02040816326530612,14.0,radius_min_saturation_fraction,2000,50,0.0
shared evaluation seed,-0.6428149875621891,-0.7295013992537315,CRDF - ALF,0.02040816326530612,14.0,radius_max_saturation_fraction,2000,50,-0.6879228855721393
shared evaluation seed,-1.5274101368159205,-1.6761447450248756,CRDF - ALF,0.02040816326530612,14.0,mean_degree_error,2000,50,-1.6000808457711444
shared evaluation seed,-13.232524564676618,-14.573316853233829,CRDF - ALF,0.02040816326530612,14.0,mean_degree_error_sq,2000,50,-13.876075870646766
shared evaluation seed,0.2952321875,0.24592859375000004,CRDF - ALF,0.02040816326530612,14.0,radius_oscillation_frequency,2000,50,0.27045625
shared evaluation seed,0.0,0.0,CRMF - ALF,0.02040816326530612,14.0,final_fragmentation,2000,50,0.0
shared evaluation seed,0.00018656716417910445,0.0,CRMF - ALF,0.02040816326530612,14.0,mean_fragmentation,2000,50,6.840796019900498e-05
shared evaluation seed,0.01,-0.01125,CRMF - ALF,0.02040816326530612,14.0,final_largest_scc_fraction,2000,50,-0.00125
shared evaluation seed,0.010289490049751219,-0.011461598258706475,CRMF - ALF,0.02040816326530612,14.0,mean_largest_scc_fraction,2000,50,-0.000634328358208962
shared evaluation seed,0.2331873445273631,0.1452097325870646,CRMF - ALF,0.02040816326530612,14.0,mean_degree,2000,50,0.18799129353233826
shared evaluation seed,0.2904871526856028,0.18141121456695852,CRMF - ALF,0.02040816326530612,14.0,mean_radius,2000,50,0.23088598029010124
shared evaluation seed,12.722243057048516,7.856438898823452,CRMF - ALF,0.02040816326530612,14.0,mean_interaction_area,2000,50,10.235444929722549
shared evaluation seed,-0.0001375,-0.00044390624999999996,CRMF - ALF,0.02040816326530612,14.0,neighbor_loss_rate,2000,50,-0.0002875
shared evaluation seed,0.013429401119081084,0.00036077649051572845,CRMF - ALF,0.02040816326530612,14.0,polar_order,2000,50,0.004943775368425203
shared evaluation seed,-4.178723332433495e-05,-0.00025035640200044246,CRMF - ALF,0.02040816326530612,14.0,velocity_dispersion,2000,50,-0.0001228512303577755
shared evaluation seed,3.3942227126094866e-06,-3.1808252276638664e-05,CRMF - ALF,0.02040816326530612,14.0,control_energy,2000,50,-1.1754313537856095e-05
shared evaluation seed,0.0009679439577076409,0.0005101108805792985,CRMF - ALF,0.02040816326530612,14.0,radius_temporal_variation,2000,50,0.0007399458418077409
shared evaluation seed,0.002408139945096667,0.0013563026001270604,CRMF - ALF,0.02040816326530612,14.0,radius_command_temporal_variation,2000,50,0.001865487954625538
