ci95_high,ci95_low,comparison,density,metric,n_pairs,paired_mean_difference,positive_fraction
0.007453491417760327,0.0017745043255669645,alf - stardisplay,0.08163265306122448,polar_order,50,0.004063359171515148,1.0
-0.00015282729387794617,-0.00032625047085903014,alf - stardisplay,0.08163265306122448,velocity_dispersion,50,-0.00023323444753720285,0.0
0.0,0.0,alf - lint,0.08163265306122448,final_fragmentation,50,0.0,0.0
0.0,0.0,alf - lint,0.08163265306122448,mean_fragmentation,50,0.0,0.0
0.0,0.0,alf - lint,0.08163265306122448,final_largest_scc_fraction,50,0.0,0.0
0.0005223880597014885,0.0,alf - lint,0.08163265306122448,mean_largest_scc_fraction,50,0.0001741293532338295,0.02
1.0173647388059701,0.7221330845771144,alf - lint,0.08163265306122448,mean_degree,50,0.8688619402985074,0.94
1.0162375621890547,0.7182873134328359,alf - lint,0.08163265306122448,mean_interaction_out_degree,50,0.8688619402985074,0.94
0.2798327447427654,0.172957946109628,alf - lint,0.08163265306122448,mean_radius,50,0.2254567468587438,0.9
52.34534198785303,34.07762176850275,alf - lint,0.08163265306122448,mean_radius_footprint,50,43.35525529315759,0.92
3.286020567302018,2.118951290485445,alf - lint,0.08163265306122448,mean_radius_sq,50,2.7097034558223494,0.92
0.06843766583747928,0.04807571517412934,alf - lint,0.08163265306122448,mean_normalized_comm_cost,50,0.05792412935323382,0.94
0.1632664800995025,0.12066464552238806,alf - lint,0.08163265306122448,radius_max_saturation_fraction,50,0.14193407960199006,0.9
1.875000000000001e-05,-0.0008064062499999999,alf - lint,0.08163265306122448,contact_break_rate,50,-0.0004,0.24
-2.468750000000174e-05,-0.0008687500000000001,alf - lint,0.08163265306122448,neighbor_loss_rate,50,-0.0004625000000000001,0.24
0.00027263680120949505,8.881491206530973e-05,alf - lint,0.08163265306122448,polar_order,50,0.00017994547212426103,0.86
-1.0569672581694149e-05,-2.135831265270497e-05,alf - lint,0.08163265306122448,velocity_dispersion,50,-1.5741874997790414e-05,0.1
nan,nan,alf - stardisplay,all,final_fragmentation,5,-0.017249999999999998,0.0
nan,nan,alf - lint,all,final_fragmentation,5,0.0,0.0
nan,nan,alf - stardisplay,all,mean_fragmentation,5,-0.035032338308457714,0.0
nan,nan,alf - lint,all,mean_fragmentation,5,0.00026616915422885556,0.4
nan,nan,alf - stardisplay,all,final_largest_scc_fraction,5,0.17250000000000001,1.0
nan,nan,alf - lint,all,final_largest_scc_fraction,5,-0.00925,0.2
nan,nan,alf - stardisplay,all,mean_largest_scc_fraction,5,0.19543407960199005,1.0
nan,nan,alf - lint,all,mean_largest_scc_fraction,5,-0.008222636815920396,0.6
nan,nan,alf - stardisplay,all,mean_degree,5,2.493939054726368,1.0
nan,nan,alf - lint,all,mean_degree,5,0.2443283582089552,0.6
nan,nan,alf - stardisplay,all,mean_interaction_out_degree,5,2.493939054726368,1.0
nan,nan,alf - lint,all,mean_interaction_out_degree,5,0.2443283582089552,0.6
nan,nan,alf - stardisplay,all,mean_radius,5,2.0042824272401747,1.0
nan,nan,alf - lint,all,mean_radius,5,0.010837347268384662,0.4
nan,nan,alf - stardisplay,all,mean_radius_footprint,5,382.6991826301745,1.0
nan,nan,alf - lint,all,mean_radius_footprint,5,1.634393719898211,0.4
nan,nan,alf - stardisplay,all,mean_radius_sq,5,23.918698914385907,1.0
nan,nan,alf - lint,all,mean_radius_sq,5,0.10214960749363819,0.4
nan,nan,alf - stardisplay,all,mean_normalized_comm_cost,5,0.16626260364842455,1.0
