agent_collision_rate,components,contact_break_rate,density,edge_persistence,final_edge_count,final_fragmentation,final_largest_scc_fraction,final_mean_in_degree,final_mean_out_degree,final_min_in_degree,final_min_out_degree,final_n_scc,final_normalized_comm_cost,final_rooted_fraction,final_sym_lambda2,fragmentation,half_width,largest_component_fraction,mean_degree,mean_edge_count,mean_fragmentation,mean_interaction_out_degree,mean_largest_component_fraction,mean_largest_scc_fraction,mean_min_in_degree,mean_min_out_degree,mean_n_scc,mean_normalized_comm_cost,mean_radius,mean_radius_footprint,mean_radius_sq,mean_rooted_fraction,mean_sym_lambda2,method,minimum_agent_distance,minimum_obstacle_clearance,n_agents,neighbor_loss_rate,obstacle_collision_rate,obstacle_proximity_rate,polar_order,radius_max_saturation_fraction,radius_temporal_variation,rollout_wall_s,seed,stardisplay_nc,steps,velocity_dispersion
0.0,2.0,0.0053125,0.012345679012345678,0.9978801169590643,40.0,0.0625,0.4375,2.5,2.5,0.0,0.0,5.0,0.16666666666666666,0.0,0.0009428183288075725,0.0625,18.0,0.9375,2.3286691542288556,37.25870646766169,0.28171641791044777,2.3286691542288556,0.7182835820895522,0.44402985074626866,0.0,0.0,5.611940298507463,0.1552446102819237,5.4165169080125715,495.84291886388115,30.990182428992572,0.0,0.0002033475781158802,stardisplay,0.3943240824031282,36.0,16,0.0053125,0.0,0.0,0.7476428033893873,0.07555970149253731,0.029827577930880353,0.54412450000018,20043,15.0,200,0.029312533293719596
0.0,1.0,0.0025,0.012345679012345678,0.99890625,35.0,0.0,0.9375,2.1875,2.1875,0.0,1.0,2.0,0.14583333333333334,0.0625,0.18181050607769036,0.0,18.0,1.0,1.9480721393034826,31.16915422885572,0.16573383084577115,1.9480721393034826,0.8342661691542289,0.7599502487562189,0.014925373134328358,1.0,3.0597014925373136,0.12987147595356552,5.8825986702198945,562.7588305599552,35.1724269099972,0.02736318407960199,0.08816589122077838,stardisplay,0.402514794913711,36.0,16,0.0025,0.0,0.0,0.8943906882644932,0.004975124378109453,0.03529314896679315,0.5243758000015077,20044,15.0,200,0.024063287137927575
0.0,1.0,0.0046875,0.012345679012345678,0.9981510416666667,32.0,0.0,0.4375,2.0,2.0,0.0,1.0,4.0,0.13333333333333333,0.0625,0.19860777270656316,0.0,18.0,1.0,1.9247512437810945,30.796019900497512,0.11442786069651742,1.9247512437810945,0.8855721393034826,0.45087064676616917,0.01990049751243781,1.0,3.970149253731343,0.12831674958540631,6.0956396836080255,602.1347966540634,37.63342479087896,0.04539800995024876,0.09508984051995556,stardisplay,1.9713592670583484,36.0,16,0.004375,0.0,0.0,0.938132504933184,0.004975124378109453,0.04080310113635858,0.48640979999981937,20045,15.0,200,0.010883195068743546
0.0,2.0,0.0059375,0.012345679012345678,0.9977669699822194,31.0,0.25,0.5,1.9375,1.9375,1.0,1.0,4.0,0.12916666666666668,0.0,1.4061805394442544e-06,0.25,18.0,0.75,1.8585199004975124,29.736318407960198,0.4375,1.8585199004975124,0.5625,0.41324626865671643,0.5422885572139303,0.945273631840796,4.626865671641791,0.12390132669983417,5.895798498074101,568.2496535013878,35.51560334383674,0.0,4.4494959420332743e-07,stardisplay,1.0957815066688448,36.0,16,0.0059375,0.0,0.0,0.7781400797611245,0.006840796019900498,0.03330023512546821,0.5600997999990796,20046,15.0,200,0.05162745878152175
0.0,1.0,0.0028125,0.012345679012345678,0.9987934109747142,27.0,0.0,0.4375,1.6875,1.6875,0.0,1.0,5.0,0.1125,0.0,0.03677592885751424,0.0,18.0,1.0,1.680037313432836,26.880597014925375,0.03264925373134328,1.680037313432836,0.9673507462686567,0.4465174129353234,0.0,0.8855721393034826,4.965174129353234,0.11200248756218906,6.279697223173683,637.8981251465902,39.86863282166189,0.0,0.033402826697963024,stardisplay,2.815354178140578,36.0,16,0.0025,0.0,0.0,0.9413495973355592,0.01181592039800995,0.031064620491641458,0.5442062999991322,20047,15.0,200,0.014340715969668237
0.0,1.0,0.00375,0.012345679012345678,0.9985928705440901,37.0,0.0,0.75,2.3125,2.3125,0.0,1.0,4.0,0.15416666666666667,0.0,0.23930012547962076,0.0,18.0,1.0,2.2021144278606966,35.233830845771145,0.07058457711442787,2.2021144278606966,0.9294154228855721,0.6865671641791045,0.01990049751243781,0.9900497512437811,4.333333333333333,0.14680762852404644,5.789462103255992,547.4436033400232,34.21522520875145,0.0006218905472636816,0.20037335854513702,stardisplay,0.716362024730945,36.0,16,0.00375,0.0,0.0,0.9252501183835742,0.004975124378109453,0.05150983332185209,0.5631532999996125,20048,15.0,200,0.02948542517660752
0.0,1.0,0.0034375,0.012345679012345678,0.9984386577749551,28.0,0.0,0.5,1.75,1.75,0.0,1.0,5.0,0.11666666666666667,0.0,0.10239438471135989,0.0,18.0,1.0,1.6968283582089552,27.149253731343283,0.06218905472636816,1.6968283582089552,0.9378109452736318,0.4947139303482587,0.0,0.8557213930348259,5.36318407960199,0.11312189054726368,6.304467396845283,646.5728999009743,40.410806243810896,0.0,0.08559622330438665,stardisplay,0.16607388968915077,36.0,16,0.0034375,0.0,0.0,0.9217892911626314,0.020211442786069653,0.040534611328730555,0.49565219999931287,20049,15.0,200,0.03080282466333035
0.0,1.0,0.0009375,0.02040816326530612,0.9998229166666667,60.0,0.0,1.0,3.75,3.75,1.0,1.0,1.0,0.25,1.0,0.2122715654577446,0.0,14.000000000000002,1.0,3.753731343283582,60.059701492537314,0.0,3.753731343283582,1.0,1.0,1.0,1.0,1.0,0.25024875621890547,7.736242301103922,963.8357897555392,60.2397368597212,1.0,0.20577805894603066,alf,1.9298451786715538,28.000000000000004,16,0.0009375,0.0,0.0,0.9849242398389141,0.7503109452736318,0.0017854192277426666,0.5519471000006888,20000,15.0,200,0.004546609844021753
0.0,1.0,0.00125,0.02040816326530612,0.9996770833333334,57.0,0.0,1.0,3.5625,3.5625,2.0,2.0,1.0,0.2375,1.0,0.38733220443457367,0.0,14.000000000000002,1.0,3.496268656716418,55.940298507462686,0.0,3.496268656716418,1.0,1.0,1.9303482587064678,2.0,1.0,0.23308457711442787,7.79337251374341,974.539368144537,60.90871050903356,1.0,0.3200866069048777,alf,0.5581599505883812,28.000000000000004,16,0.00125,0.0,0.0,0.9907010838852369,0.7552860696517413,0.0013287444513906254,0.5270190999999613,20001,15.0,200,0.0053974186953650895
0.0,1.0,0.0009375,0.02040816326530612,0.9998072916666666,59.0,0.0,1.0,3.6875,3.6875,1.0,1.0,1.0,0.24583333333333332,1.0,0.334775167834312,0.0,14.000000000000002,1.0,3.6694651741293534,58.711442786069654,0.0,3.6694651741293534,1.0,1.0,1.0,1.0,1.0,0.24463101160862355,7.862072204219835,991.1658890969728,61.9478680685608,1.0,0.3311378457958222,alf,1.7444579506778966,28.000000000000004,16,0.0009375,0.0,0.0,0.9811049351687293,0.875,0.0003972965562144315,0.6024304000002303,20002,15.0,200,0.006334076594582198
0.0,1.0,0.0,0.02040816326530612,1.0,59.0,0.0,1.0,3.6875,3.6875,1.0,1.0,1.0,0.24583333333333332,1.0,0.4229625707416627,0.0,14.000000000000002,1.0,3.6825248756218905,58.92039800995025,0.0,3.6825248756218905,1.0,1.0,1.0,1.0,1.0,0.24550165837479268,7.866025403784463,992.0,62.0,1.0,0.4173681058012947,alf,0.8611182862149871,28.000000000000004,16,0.0,0.0,0.0,0.9775911607447276,0.875,0.0,0.6012735000003886,20003,15.0,200,0.004519652559737977
0.0,1.0,0.0,0.02040816326530612,1.0,70.0,0.0,0.75,4.375,4.375,0.0,1.0,4.0,0.2916666666666667,0.0,0.5789604926724482,0.0,14.000000000000002,1.0,4.344216417910448,69.50746268656717,0.0,4.344216417910448,1.0,0.75,0.0,1.0,4.0,0.2896144278606965,6.5800980576774775,712.0,44.5,0.0,0.560513041317253,alf,0.702156141075899,28.000000000000004,16,0.0,0.0,0.0,0.9872953512403418,0.3125,0.0,0.6348534999997355,20004,15.0,200,0.005059460716169298
0.0,1.0,0.0040625,0.02040816326530612,0.99878125,67.0,0.0,1.0,4.1875,4.1875,2.0,2.0,1.0,0.2791666666666667,1.0,0.593418473619282,0.0,14.000000000000002,1.0,4.026741293532338,64.42786069651741,0.0,4.026741293532338,1.0,1.0,1.9950248756218905,2.0,1.0,0.26844941956882257,7.598076211353353,928.0,58.0,1.0,0.5119345209310742,alf,0.5037225920382682,28.000000000000004,16,0.00375,0.0,0.0,0.90438514950147,0.625,0.0,0.6426961999986815,20005,15.0,200,0.00760725047142126
0.0,1.0,0.0009375,0.02040816326530612,0.9997552083333333,69.0,0.0,1.0,4.3125,4.3125,2.0,2.0,1.0,0.2875,1.0,0.4042645296933459,0.0,14.000000000000002,1.0,4.234452736318408,67.75124378109453,0.0472636815920398,4.234452736318408,0.9527363184079602,0.9527363184079602,1.6766169154228856,1.8109452736318408,1.1890547263681592,0.2822968490878939,7.15123973725562,833.287256566723,52.08045353542019,0.8109452736318408,0.29262348021690887,alf,1.8089984125953842,28.000000000000004,16,0.0009375,0.0,0.0,0.994799089290873,0.5021766169154229,0.0008856473675865509,0.598355599999195,20006,15.0,200,0.006246617341372977
0.0,1.0,0.00125,0.02040816326530612,0.9996770833333334,52.0,0.0,1.0,3.25,3.25,1.0,1.0,1.0,0.21666666666666667,1.0,0.5149088022127148,0.0,14.000000000000002,1.0,3.2493781094527363,51.99004975124378,0.0,3.2493781094527363,1.0,1.0,1.0,1.0,1.0,0.21662520729684911,7.99666729860372,1023.176908262285,63.94855676639281,1.0,0.5132776911422019,alf,1.7310808451189905,28.000000000000004,16,0.00125,0.0,0.0,0.9743250241981338,0.9375,0.0003349364903026031,0.5843403999988368,20007,15.0,200,0.005708365123482621
0.0,1.0,0.00125,0.02040816326530612,0.999640625,58.0,0.0,1.0,3.625,3.625,1.0,1.0,1.0,0.24166666666666667,1.0,0.5006141747993682,0.0,14.000000000000002,1.0,3.6069651741293534,57.711442786069654,0.0,3.6069651741293534,1.0,1.0,1.0199004975124377,1.0199004975124377,1.0,0.2404643449419569,8.0,1024.0,64.0,1.0,0.49414680082822865,alf,2.3843238720042903,28.000000000000004,16,0.00125,0.0,0.0,0.9901563228853574,1.0,0.0,0.5667086000012205,20008,15.0,200,0.0038122421517414636
0.0,1.0,0.0021875,0.02040816326530612,0.999400669642857,71.0,0.0,0.5625,4.4375,4.4375,1.0,2.0,2.0,0.29583333333333334,0.4375,0.9449956135774008,0.0,14.000000000000002,1.0,4.334888059701493,69.35820895522389,0.011194029850746268,4.334888059701493,0.9888059701492538,0.570273631840796,0.9353233830845771,1.8855721393034826,2.044776119402985,0.28899253731343283,6.9683928636487575,798.6552545381894,49.91595340863684,0.41324626865671643,0.7922558167314545,alf,1.4780001101843219,28.000000000000004,16,0.0021875,0.0,0.0,0.9717263572936231,0.31281094527363185,0.00245537096571732,0.6757935999994515,20009,15.0,200,0.010031533034860592
0.0,1.0,0.000625,0.02040816326530612,0.9997916666666665,63.0,0.0,1.0,3.9375,3.9375,1.0,1.0,1.0,0.2625,1.0,0.34957842797385597,0.0,14.000000000000002,1.0,3.9381218905472637,63.00995024875622,0.0,3.9381218905472637,1.0,1.0,1.0,1.0,1.0,0.2625414593698176,7.799038105676643,976.0,61.0,1.0,0.3491738702077417,alf,0.823290737096968,28.000000000000004,16,0.000625,0.0,0.0,0.977795732911605,0.8125,0.0,0.5270056000008481,20010,15.0,200,0.005434232600317385
0.0,1.0,0.000625,0.02040816326530612,0.9998854166666666,65.0,0.0,1.0,4.0625,4.0625,1.0,1.0,1.0,0.2708333333333333,1.0,0.3296869972654843,0.0,14.000000000000002,1.0,4.055037313432836,64.88059701492537,0.0,4.055037313432836,1.0,1.0,1.0,1.0,1.0,0.2703358208955224,7.85873950282356,990.3427973592582,61.896424834953635,1.0,0.32902078011564256,alf,1.24824159200743,28.000000000000004,16,0.000625,0.0,0.0,0.9699136018047515,0.8125,0.0007322330465170346,0.6023540000005596,20011,15.0,200,0.004752142654960344
0.0,1.0,0.0015625,0.02040816326530612,0.9997279765641347,71.0,0.0,1.0,4.4375,4.4375,1.0,1.0,1.0,0.29583333333333334,1.0,0.45086251374149394,0.0,14.000000000000002,1.0,4.421019900497512,70.7363184079602,0.004353233830845771,4.421019900497512,0.9956467661691543,0.9956467661691543,0.9303482587064676,0.9303482587064676,1.0696517412935322,0.2947346600331675,7.588998949375259,928.5266767435388,58.032917296471176,0.9303482587064676,0.41784909028214945,alf,0.5938478626168883,28.000000000000004,16,0.0015625,0.0,0.0,0.9716861331061948,0.5637437810945274,0.002469275563831969,0.5922706000001199,20012,15.0,200,0.005531069289637165
0.0,1.0,0.0015625,0.02040816326530612,0.9995409494001043,63.0,0.0,1.0,3.9375,3.9375,1.0,1.0,1.0,0.2625,1.0,0.49277220524145177,0.0,14.000000000000002,1.0,3.935634328358209,62.97014925373134,0.001554726368159204,3.935634328358209,0.9984452736318408,0.9984452736318408,0.9751243781094527,0.9751243781094527,1.0248756218905473,0.2623756218905473,7.799038105676643,976.0,61.0,0.9751243781094527,0.4805617465646014,alf,1.8023540665553512,28.000000000000004,16,0.00125,0.0,0.0,0.9770488320664635,0.8125,0.0,0.5484199000002263,20013,15.0,200,0.004396384514614002
0.0,1.0,0.0009375,0.02040816326530612,0.9997289972899729,55.0,0.0,1.0,3.4375,3.4375,1.0,1.0,1.0,0.22916666666666666,1.0,0.2726085906083804,0.0,14.000000000000002,1.0,3.4424751243781095,55.07960199004975,0.0006218905472636816,3.4424751243781095,0.9993781094527363,0.9993781094527363,0.9900497512437811,0.9900497512437811,1.0099502487562189,0.22949834162520727,7.93301270189225,1008.0,63.0,0.9900497512437811,0.27046480288669505,alf,0.9094128760315066,28.000000000000004,16,0.0009375,0.0,0.0,0.9938773581448346,0.9375,0.0,0.5509593999995559,20014,15.0,200,0.00500151262264682
0.0,1.0,0.0009375,0.02040816326530612,0.9998147321428571,64.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,0.26666666666666666,1.0,0.21855483721821767,0.0,14.000000000000002,1.0,3.9891169154228856,63.82587064676617,0.0,3.9891169154228856,1.0,0.9194651741293532,1.0,1.0,1.1840796019900497,0.26594112769485906,6.764326082791028,753.1534220934037,47.07208888083773,0.910136815920398,0.21751835260862387,alf,0.21469519438928733,28.000000000000004,16,0.0009375,0.0,0.0,0.9666624675594255,0.37531094527363185,0.0005717723538623964,0.5527000000001863,20015,15.0,200,0.0067671821560122665
0.0,1.0,0.0003125,0.02040816326530612,0.9999216300940439,58.0,0.0,1.0,3.625,3.625,2.0,2.0,1.0,0.24166666666666667,1.0,0.5789100827409769,0.0,14.000000000000002,1.0,3.5982587064676617,57.57213930348259,0.003109452736318408,3.5982587064676617,0.9968905472636815,0.9968905472636815,1.8606965174129353,1.8955223880597014,1.0497512437810945,0.2398839137645108,7.720191208875075,957.4976672909202,59.84360420568251,0.9502487562189055,0.5456280077004746,alf,2.1651698164114994,28.000000000000004,16,0.0003125,0.0,0.0,0.9878712462695132,0.75,0.0011918896686432944,0.5300029999998515,20016,15.0,200,0.006003444095714349
0.0,1.0,0.0025,0.02040816326530612,0.999421875,56.0,0.0,1.0,3.5,3.5,2.0,2.0,1.0,0.23333333333333334,1.0,0.4091402124970954,0.0,14.000000000000002,1.0,3.5049751243781095,56.07960199004975,0.0,3.5049751243781095,1.0,1.0,1.9850746268656716,1.9850746268656716,1.0,0.23366500829187398,8.0,1024.0,64.0,1.0,0.4102708992368516,alf,1.9699154208772542,28.000000000000004,16,0.0021875,0.0,0.0,0.9927858235879622,1.0,0.0,0.4669205999998667,20017,15.0,200,0.004117490875771308
0.0,1.0,0.0015625,0.02040816326530612,0.9996845238095239,58.0,0.0,1.0,3.625,3.625,2.0,2.0,1.0,0.24166666666666667,1.0,0.24440053438459264,0.0,14.000000000000002,1.0,3.6318407960199006,58.10945273631841,0.0,3.6318407960199006,1.0,1.0,2.0,2.0,1.0,0.24212271973466,7.668396210857377,944.7148043868222,59.044675274176385,1.0,0.2447033020307874,alf,1.1933524663341952,28.000000000000004,16,0.00125,0.0,0.0,0.9869045739349807,0.6256218905472637,0.0010048094709078099,0.590087600001425,20018,15.0,200,0.003562992779747351
0.0,1.0,0.0015625,0.02040816326530612,0.9995104166666667,55.0,0.0,1.0,3.4375,3.4375,1.0,2.0,1.0,0.22916666666666666,1.0,0.22487023173836201,0.0,14.000000000000002,1.0,3.392412935323383,54.27860696517413,0.0,3.392412935323383,1.0,0.9978233830845771,1.0,1.626865671641791,1.0049751243781095,0.2261608623548922,7.4221199615022995,897.5158577939143,56.09474111211964,0.9972014925373134,0.19584233053975258,alf,1.6448162558485795,28.000000000000004,16,0.0015625,0.0,0.0,0.9840575567844714,0.75,0.0007945931124288641,0.5842648000016197,20019,15.0,200,0.00516899825281786
0.0,1.0,0.0009375,0.02040816326530612,0.9997968749999999,55.0,0.0,1.0,3.4375,3.4375,1.0,2.0,1.0,0.22916666666666666,1.0,0.5638184205378876,0.0,14.000000000000002,1.0,3.4343905472636815,54.950248756218905,0.0,3.4343905472636815,1.0,1.0,1.0,1.9751243781094527,1.0,0.22895936981757875,7.517888309958329,911.8277634518531,56.98923521574082,1.0,0.558350488761243,alf,1.618298686300804,28.000000000000004,16,0.0009375,0.0,0.0,0.9925830140730417,0.5628109452736318,0.0001464466093493269,0.5555449999992561,20020,15.0,200,0.0044311140006986546
0.0,1.0,0.0015625,0.02040816326530612,0.9995208333333333,60.0,0.0,1.0,3.75,3.75,2.0,2.0,1.0,0.25,1.0,0.45131038392662975,0.0,14.000000000000002,1.0,3.735074626865672,59.76119402985075,0.0,3.735074626865672,1.0,1.0,1.8955223880597014,1.8955223880597014,1.0,0.2490049751243781,7.501579272801245,913.5158577939143,57.09474111211964,1.0,0.43498394819355357,alf,1.0082884535717864,28.000000000000004,16,0.0015625,0.0,0.0,0.9698633771656717,0.75,0.0007945931124288641,0.5874120999997103,20021,15.0,200,0.005784755074627852
0.0,1.0,0.0025,0.02040816326530612,0.9992135416666668,64.0,0.0,1.0,4.0,4.0,2.0,2.0,1.0,0.26666666666666666,1.0,0.6707372807183369,0.0,14.000000000000002,1.0,3.896455223880597,62.343283582089555,0.005597014925373134,3.896455223880597,0.9944029850746269,0.9931592039800995,1.8805970149253732,1.890547263681592,1.054726368159204,0.2597636815920398,7.672211621632353,952.0,59.5,0.9465174129353234,0.5793513917479385,alf,0.41193909522636446,28.000000000000004,16,0.0021875,0.0,0.0,0.9540346204712903,0.8125,0.0,0.6100026000003709,20022,15.0,200,0.013253119266796823
0.0,1.0,0.0028125,0.02040816326530612,0.9992083333333334,54.0,0.0,1.0,3.375,3.375,2.0,2.0,1.0,0.225,1.0,0.3994136038579523,0.0,14.000000000000002,1.0,3.3756218905472637,54.00995024875622,0.0,3.3756218905472637,1.0,0.9968905472636815,1.955223880597015,1.9601990049751243,1.0248756218905473,0.2250414593698176,7.739382750640595,961.6911443002144,60.1056965187634,0.9782338308457711,0.4013680025655752,alf,0.6662400162413685,28.000000000000004,16,0.0028125,0.0,0.0,0.9808462086860532,0.7506218905472637,0.0007435590084654197,0.5956920999997237,20023,15.0,200,0.009346897248866686
0.0,1.0,0.00125,0.02040816326530612,0.9996770833333334,73.0,0.0,1.0,4.5625,4.5625,1.0,2.0,1.0,0.30416666666666664,1.0,0.5808476346195749,0.0,14.000000000000002,1.0,4.462375621890548,71.39800995024876,0.0,4.462375621890548,1.0,0.9925373134328358,1.0348258706467661,2.0,1.0398009950248757,0.2974917081260365,7.594410239817431,927.0973062722951,57.943581642018444,0.9925373134328358,0.5281520790777993,alf,0.4083872886401026,28.000000000000004,16,0.00125,0.0,0.0,0.9089071548111577,0.5625,0.00033493649027634744,0.6105609999995067,20024,15.0,200,0.008166722947235442
0.0,1.0,0.0034375,0.02040816326530612,0.9991915922619047,59.0,0.0,1.0,3.6875,3.6875,1.0,1.0,1.0,0.24583333333333332,1.0,0.6666517706053225,0.0,14.000000000000002,1.0,3.697450248756219,59.159203980099505,0.0,3.697450248756219,1.0,1.0,1.0,1.0,1.0,0.2464966832504146,7.663527361060341,946.399668032948,59.14997925205925,1.0,0.6664454478190232,alf,1.6032402403234163,28.000000000000004,16,0.003125,0.0,0.0,0.9853369688477204,0.7509328358208955,0.0018683861027448546,0.5849245000008523,20025,15.0,200,0.004897201846196394
0.0,1.0,0.0003125,0.02040816326530612,0.9998958333333333,61.0,0.0,1.0,3.8125,3.8125,2.0,2.0,1.0,0.25416666666666665,1.0,0.5171271579622059,0.0,14.000000000000002,1.0,3.8075248756218905,60.92039800995025,0.0,3.8075248756218905,1.0,1.0,2.0,2.0,1.0,0.253834991708126,7.937011943567681,1008.9281520422584,63.05800950264115,1.0,0.5119803004407791,alf,0.47130656068979637,28.000000000000004,16,0.0003125,0.0,0.0,0.9710927026372576,0.9384328358208955,0.0003349364902471749,0.5538766999998188,20026,15.0,200,0.005626139546675521
0.0,1.0,0.001875,0.02040816326530612,0.9995907738095238,68.0,0.0,1.0,4.25,4.25,1.0,1.0,1.0,0.2833333333333333,1.0,0.2883867168679992,0.0,14.000000000000002,1.0,4.245646766169155,67.93034825870647,0.0,4.245646766169155,1.0,1.0,1.0,1.0,1.0,0.2830431177446103,7.93301270189225,1008.0,63.0,1.0,0.28874050610095675,alf,0.721280872006741,28.000000000000004,16,0.001875,0.0,0.0,0.987809065252999,0.9375,0.0,0.5992220000007364,20027,15.0,200,0.004927248353444752
0.0,1.0,0.0003125,0.02040816326530612,0.9999375,65.0,0.0,1.0,4.0625,4.0625,2.0,2.0,1.0,0.2708333333333333,1.0,0.7462760924311188,0.0,14.000000000000002,1.0,4.03886815920398,64.62189054726367,0.0,4.03886815920398,1.0,1.0,1.9950248756218905,1.9950248756218905,1.0,0.26925787728026535,7.531121019239266,921.0684057358623,57.56677535849139,1.0,0.7220651821071805,alf,0.893282449158088,28.000000000000004,16,0.0003125,0.0,0.0,0.9849884553691989,0.6881218905472637,0.0006387596519439217,0.5972170999993978,20028,15.0,200,0.005835114237277536
0.0,1.0,0.000625,0.02040816326530612,0.9999023812014085,71.0,0.0,1.0,4.4375,4.4375,1.0,1.0,1.0,0.29583333333333334,1.0,0.43283505423245733,0.0,14.000000000000002,1.0,4.420087064676617,70.72139303482587,0.00404228855721393,4.420087064676617,0.9959577114427861,0.9959577114427861,0.9353233830845771,0.9353233830845771,1.064676616915423,0.2946724709784411,7.7387162103614395,961.5378961245374,60.096118507783586,0.9353233830845771,0.4051185541515111,alf,1.2493329265427446,28.000000000000004,16,0.000625,0.0,0.0,0.9628681748928555,0.7506218905472637,0.0006698729806052067,0.6043602999998257,20029,15.0,200,0.004748663173838168
0.0,1.0,0.000625,0.02040816326530612,0.9997991071428572,72.0,0.0,1.0,4.5,4.5,1.0,2.0,1.0,0.3,1.0,0.6120612945763528,0.0,14.000000000000002,1.0,4.234452736318408,67.75124378109453,0.11473880597014925,4.234452736318408,0.8852611940298507,0.8731343283582089,1.0,1.2736318407960199,1.900497512437811,0.2822968490878939,7.451629601946556,896.0,56.0,0.3034825870646766,0.17703470191228657,alf,0.3557881180438955,28.000000000000004,16,0.000625,0.0,0.0,0.9611053728556123,0.5625,0.0,0.6276503999997658,20030,15.0,200,0.007133637583541587
0.0,1.0,0.001875,0.02040816326530612,0.9994970238095238,82.0,0.0,1.0,5.125,5.125,1.0,2.0,1.0,0.3416666666666667,1.0,1.0014293518220114,0.0,14.000000000000002,1.0,4.953669154228856,79.2587064676617,0.0037313432835820895,4.953669154228856,0.996268656716418,0.9934701492537313,1.099502487562189,1.9900497512437811,1.0348258706467661,0.3302446102819237,7.598076211353353,928.0,58.0,0.9773009950248757,0.9076019880881782,alf,0.7892593121250461,28.000000000000004,16,0.001875,0.0,0.0,0.903824452529684,0.625,0.0,0.6182358000005479,20031,15.0,200,0.021948691521311365
0.0,1.0,0.0,0.02040816326530612,1.0,56.0,0.0,1.0,3.5,3.5,2.0,2.0,1.0,0.23333333333333334,1.0,0.38747289175292216,0.0,14.000000000000002,1.0,3.4757462686567164,55.61194029850746,0.006218905472636816,3.4757462686567164,0.9937810945273632,0.9937810945273632,1.9402985074626866,1.9402985074626866,1.0497512437810945,0.23171641791044778,7.652591496269911,944.0,59.0,0.9502487562189055,0.3615989824745789,alf,1.8329475155674695,28.000000000000004,16,0.0,0.0,0.0,0.9581645489436926,0.75,0.0,0.5566848999987997,20032,15.0,200,0.010593415105421793
0.0,1.0,0.0,0.02040816326530612,1.0,76.0,0.0,1.0,4.75,4.75,1.0,2.0,1.0,0.31666666666666665,1.0,0.7848032365090649,0.0,14.000000000000002,1.0,4.710509950248756,75.3681592039801,0.0,4.710509950248756,1.0,1.0,1.0,1.9502487562189055,1.0,0.3140339966832504,7.518616900054381,912.0,57.0,1.0,0.76021429063678,alf,0.2937463678638016,28.000000000000004,16,0.0,0.0,0.0,0.9920936914937677,0.625,0.0,0.5945996000009472,20033,15.0,200,0.0033716753020419854
0.0,1.0,0.0009375,0.02040816326530612,0.999752232142857,69.0,0.0,0.75,4.3125,4.3125,1.0,3.0,2.0,0.2875,0.75,0.5830038170252151,0.0,14.000000000000002,1.0,4.203669154228856,67.2587064676617,0.0,4.203669154228856,1.0,0.75,1.0,3.0,2.0,0.2802446102819237,7.073470461435586,817.5378961245375,51.09611850778359,0.75,0.5523924889391629,alf,0.014421881329293456,28.000000000000004,16,0.0009375,0.0,0.0,0.9678422375933281,0.5006218905472637,0.0006698729806052067,0.6887341999990895,20034,15.0,200,0.007099251269538489
0.0,1.0,0.00125,0.02040816326530612,0.9996250000000001,56.0,0.0,1.0,3.5,3.5,1.0,1.0,1.0,0.23333333333333334,1.0,0.3512920986476496,0.0,14.000000000000002,1.0,3.46113184079602,55.37810945273632,0.0,3.46113184079602,1.0,1.0,1.0099502487562189,1.0099502487562189,1.0,0.23074212271973468,7.866025403784463,992.0,62.0,1.0,0.33044828260650555,alf,1.048241238583629,28.000000000000004,16,0.00125,0.0,0.0,0.9685797570422682,0.875,0.0,0.6561897999999928,20035,15.0,200,0.007941132981008845
0.0,1.0,0.0015625,0.02040816326530612,0.999609375,68.0,0.0,1.0,4.25,4.25,1.0,2.0,1.0,0.2833333333333333,1.0,0.4555172159037696,0.0,14.000000000000002,1.0,4.150186567164179,66.40298507462687,0.0,4.150186567164179,1.0,1.0,1.0696517412935322,2.0,1.0,0.2766791044776119,7.4217715943424505,894.7823182963077,55.92389489351923,1.0,0.44003564912547893,alf,0.13844345927791846,28.000000000000004,16,0.0015625,0.0,0.0,0.9872546804365264,0.625,0.0011295296025845476,0.632838499999707,20036,15.0,200,0.009350379266188612
0.0,1.0,0.0009375,0.02040816326530612,0.9996510416666666,82.0,0.0,1.0,5.125,5.125,2.0,2.0,1.0,0.3416666666666667,1.0,0.49859340290013704,0.0,14.000000000000002,1.0,5.10976368159204,81.75621890547264,0.0,5.10976368159204,1.0,1.0,1.9751243781094527,1.9800995024875623,1.0,0.34065091210613596,7.724260584038347,960.7997728721704,60.04998580451065,1.0,0.4958740623523346,alf,2.2625078518212325,28.000000000000004,16,0.0009375,0.0,0.0,0.9912131363330661,0.7503109452736318,0.0011341568348700202,0.6381105000000389,20037,15.0,200,0.006316228967612506
0.0,1.0,0.00125,0.02040816326530612,0.9997291666666667,73.0,0.0,1.0,4.5625,4.5625,2.0,2.0,1.0,0.30416666666666664,1.0,0.7628561345487864,0.0,14.000000000000002,1.0,4.558768656716418,72.94029850746269,0.0,4.558768656716418,1.0,1.0,2.0,2.0,1.0,0.3039179104477612,7.93301270189225,1008.0,63.0,1.0,0.76067048900653,alf,0.4329074402310347,28.000000000000004,16,0.00125,0.0,0.0,0.9844894050176641,0.9375,0.0,0.5679041999992478,20038,15.0,200,0.00573941424740596
