candidate_cap,contact_break_rate,controller_wall_s_per_agent_step,degree_variance,density,edge_persistence,episode_failure,final_edge_count,final_fragmentation,final_largest_scc_fraction,final_mean_in_degree,final_mean_out_degree,final_min_in_degree,final_min_out_degree,final_n_scc,final_normalized_comm_cost,final_rooted_fraction,final_sym_lambda2,geometry,half_width,mean_degree,mean_edge_count,mean_fragmentation,mean_interaction_area,mean_largest_scc_fraction,mean_min_in_degree,mean_min_out_degree,mean_n_scc,mean_normalized_comm_cost,mean_radius_footprint,mean_radius_sq,mean_rooted_fraction,mean_sym_lambda2,method,n_agents,neighbor_loss_rate,radius_max_saturation_fraction,radius_temporal_variation,seed,stage,steps
6.0,0.00125,0.00024759865625014756,2.633019579303421,0.0204,0.9995176680297788,0,116.0,0.0,1.0,3.625,3.625,1.0,1.0,1.0,0.11693548387096774,1.0,0.18634308613123643,uniform,19.802950859533485,3.291200248756219,105.31840796019901,0.07944651741293532,112.71584205133182,0.9205534825870647,0.9353233830845771,0.9353233830845771,1.845771144278607,0.10616774995987814,1148.114139343026,35.87856685446956,0.7412935323383084,0.1428156160476606,crmf,32,0.00125,0.9067164179104478,0.0002534727829341031,28003,tuning,200
6.0,0.00125,0.00021625595312485757,1.5217985592868988,0.0204,0.9994214229867084,0,106.0,0.0,1.0,3.3125,3.3125,1.0,1.0,1.0,0.10685483870967742,1.0,0.17762453433303252,uniform,19.802950859533485,3.1041666666666665,99.33333333333333,0.14614427860696516,112.41210526429477,0.8538557213930348,0.9900497512437811,0.9900497512437811,1.8308457711442787,0.1001344086021505,1145.0203018354548,35.78188443235796,0.6766169154228856,0.1210998000416268,crmf,32,0.00109375,0.84375,0.00030789336412248943,28004,tuning,200
6.0,0.000625,0.0002283493593751018,2.675757730896203,0.0204,0.9996749553063546,0,105.0,0.0,1.0,3.28125,3.28125,1.0,1.0,1.0,0.10584677419354839,1.0,0.12966182093693981,uniform,19.802950859533485,2.893812189054726,92.60199004975124,0.197294776119403,112.80323365594757,0.8027052238805971,0.35323383084577115,0.35323383084577115,3.656716417910448,0.09334878029208797,1149.0043029180229,35.906384466188214,0.2835820895522388,0.04992389878227688,crmf,32,0.000625,0.962842039800995,8.187028517838077e-05,28005,tuning,200
6.0,0.0009375,0.00021539549999999964,1.4197319334608054,0.0204,0.9996602373111703,0,94.0,0.0,1.0,2.9375,2.9375,1.0,1.0,1.0,0.09475806451612903,1.0,0.17802691926995542,uniform,19.802950859533485,2.8174751243781095,90.1592039800995,0.05550373134328358,113.09733552923255,0.9444962686567164,0.8855721393034826,0.8855721393034826,1.3980099502487562,0.09088629433477788,1152.0,36.0,0.8208955223880597,0.14046624823671272,crmf,32,0.0009375,1.0,0.0,28007,tuning,200
6.0,0.00078125,0.0002368369687499694,0.9419553352639786,0.0204,0.9997415008616638,0,82.0,0.0,1.0,2.5625,2.5625,1.0,1.0,1.0,0.08266129032258064,1.0,0.11160921832774624,uniform,19.802950859533485,2.582089552238806,82.6268656716418,0.021610696517412934,113.09733552923255,0.978389303482587,0.9303482587064676,0.9303482587064676,1.2039800995024876,0.08329321136254186,1152.0,36.0,0.9303482587064676,0.20816013822142818,crmf,32,0.00078125,1.0,0.0,28006,tuning,200
6.0,0.0003125,0.0002454162343749999,1.9071851321362714,0.0204,0.9999160237232982,0,105.0,0.0,1.0,3.28125,3.28125,1.0,1.0,1.0,0.10584677419354839,1.0,0.17594657772206856,uniform,19.802950859533485,2.982431592039801,95.43781094527363,0.1966728855721393,112.86422147550122,0.8033271144278606,0.7960199004975125,0.7960199004975125,2.208955223880597,0.09620747071096156,1149.625519746846,35.92579749208894,0.527363184079602,0.07490717104404698,crmf,32,0.0003125,0.9735696517412935,0.00014485357735519609,28008,tuning,200
6.0,0.0009375,0.00023296387500010952,2.588285252840276,0.0204,0.9996558736117629,1,123.0,0.28125,0.71875,3.84375,3.84375,1.0,1.0,2.0,0.12399193548387097,0.0,0.13722671914992343,uniform,19.802950859533485,3.6940298507462686,118.2089552238806,0.34841417910447764,111.23313984654705,0.6375932835820896,0.9651741293532339,0.9651741293532339,2.6766169154228856,0.11916225324987982,1133.011458701442,35.406608084420064,0.0,0.08774496751813309,crmf,32,0.0009375,0.7512437810945274,0.00034807123406074445,28010,tuning,200
6.0,0.0,0.00024354984375008827,2.411344629464617,0.0204,1.0,0,123.0,0.0,1.0,3.84375,3.84375,1.0,1.0,1.0,0.12399193548387097,1.0,0.19104273863556503,uniform,19.802950859533485,3.654850746268657,116.95522388059702,0.054104477611940295,113.01610546956198,0.9451181592039801,0.9651741293532339,0.9651741293532339,1.4378109452736318,0.11789841116995682,1151.1725974064498,35.974143668951555,0.8664490049751243,0.18429827752941344,crmf,32,0.0,0.9375,0.00011039047716654773,28009,tuning,200
6.0,0.000625,0.0002516545624999367,2.742110247116408,0.0204,0.9997482376636454,1,103.0,0.1875,0.8125,3.21875,3.21875,1.0,1.0,2.0,0.10383064516129033,0.0,0.16045876436264453,uniform,19.802950859533485,3.066853233830846,98.13930348258707,0.21361940298507462,111.0575923041046,0.7863805970149254,0.8009950248756219,0.8009950248756219,2.736318407960199,0.0989307494784146,1131.2233461172916,35.35072956616536,0.0,0.12585706681002135,crmf,32,0.000625,0.8597636815920398,0.0004339161969381837,28011,tuning,200
6.0,0.00265625,0.0002434997812500228,2.664342094525816,0.0204,0.9992393497630762,0,118.0,0.0,1.0,3.6875,3.6875,1.0,1.0,1.0,0.11895161290322581,1.0,0.17135015861035396,uniform,19.802950859533485,3.3935012437810945,108.59203980099502,0.2579291044776119,108.1310285579171,0.7419154228855721,0.5422885572139303,0.5422885572139303,2.8507462686567164,0.10946778205745435,1101.413612582618,34.419175393206814,0.3383084577114428,0.10054423504489042,crmf,32,0.00234375,0.6564054726368159,0.0010103643804557016,28012,tuning,200
