density_ratio,rho,domain_side,policy,seed,frag_final,frag_mean,largest_scc_final,scc_final_frac,n_components_final,lambda2_final,min_degree_final,mean_degree,mean_radius,min_radius,max_radius,ju_applied,ju_commanded,ju_jerk,sat_fraction,order_tail,dispersion_tail,min_pair_dist,collision_events,collision_pairs,finite,wall_time_s
4.0000,0.01119058,6.9886,ctrl,71018,0,0,1,1,1,16,15,14.878375,8,8,8,0.23123127,0.23123127,0.00054520392,0,0.88427193,2.7868233,0.68754602,1,1,1,1.048
4.0000,0.01119058,6.9886,alf,71019,0,0,1,1,1,3.1340089,3,6.4720312,4.9557785,3.4641016,6.7063565,0.093240017,0.093240017,0.0010360981,0,0.8988012,3.7952201,0.7898941,0,0,1,1.088
4.0000,0.01119058,6.9886,ctrl,71019,0,0,1,1,1,16,15,14.812375,8,8,8,0.52524289,0.56236324,0.0031359212,0.0003125,0.94670706,2.7257388,0.7898941,0,0,1,1.010
8.0000,0.02238116,5.5469,alf,71000,0,0,1,1,1,3.0946747,4,6.2464688,4.7506625,3.2660082,5.6568542,0.051228756,0.051228756,0.00096467211,0,0.71977475,3.7083125,0.69874004,1,1,1,1.086
8.0000,0.02238116,5.5469,ctrl,71000,0,0,1,1,1,16,15,14.987187,8,8,8,0.17386546,0.17386546,0.00069675809,0,0.78781888,2.7180571,0.69874004,1,1,1,1.080
8.0000,0.02238116,5.5469,alf,71001,0,0,1,1,1,2.2418357,3,6.1515937,4.6664919,3.4641016,5.6568542,0.07643172,0.07643172,0.00068399707,0,0.72302967,3.6986714,1.5701062,0,0,1,1.137
8.0000,0.02238116,5.5469,ctrl,71001,0,0,1,1,1,16,15,14.973562,8,8,8,0.20302123,0.20302123,0.0004555401,0,0.77098723,2.7975833,1.5701062,0,0,1,1.151
8.0000,0.02238116,5.5469,alf,71002,0,0,1,1,1,2.250666,4,6.3174687,4.8553149,3.7032804,5.6568542,0.26727782,0.26727782,0.0042367565,0,0.7541367,3.8260145,0.95132571,0,0,1,1.286
8.0000,0.02238116,5.5469,ctrl,71002,0,0.00121875,1,1,1,16,15,14.7235,8,8,8,0.5171399,0.5171399,0.0026266937,0,0.91657554,2.7846831,0.95132571,0,0,1,1.124
8.0000,0.02238116,5.5469,alf,71003,0,0,1,1,1,2.9274592,1,6.3578437,4.6326799,3.0983867,4.8991042,0.21948178,0.21948178,0.001805732,0,0.77223068,3.5675649,0.98743805,0,0,1,1.223
8.0000,0.02238116,5.5469,ctrl,71003,0,0,1,1,1,16,15,14.925937,8,8,8,0.86543482,0.86543482,0.0060973363,0,0.88561907,2.7076195,0.98743805,0,0,1,1.232
8.0000,0.02238116,5.5469,alf,71004,0,0,1,1,1,2.3185479,4,6.2287812,4.7360191,3.4641469,5.6568542,0.12102644,0.12102644,0.00082177204,0,0.62973006,3.7035804,1.2894971,0,0,1,1.146
8.0000,0.02238116,5.5469,ctrl,71004,0,0,1,1,1,16,15,14.962875,8,8,8,0.41713972,0.41713972,0.00061003794,0,0.83379467,2.930755,1.2894971,0,0,1,1.205
8.0000,0.02238116,5.5469,alf,71005,0,0,1,1,1,3.1814889,5,6.2226562,4.7597022,3.2658581,5.6568542,0.13278956,0.13278956,0.0010591735,0,0.6338726,3.6277038,1.0373642,0,0,1,1.309
8.0000,0.02238116,5.5469,ctrl,71005,0,0,1,1,1,16,15,14.901125,8,8,8,0.36060815,0.36060815,0.00094853573,0,0.8384782,2.771897,1.0373642,0,0,1,1.107
8.0000,0.02238116,5.5469,alf,71006,0,0,1,1,1,3.0156025,1,5.8533125,4.6358269,3.2665019,5.6568542,0.074100629,0.074100629,0.00097747812,0,0.77524105,3.7295959,0.76807513,0,0,1,1.177
8.0000,0.02238116,5.5469,ctrl,71006,0,0,1,1,1,16,15,14.9225,8,8,8,0.24163708,0.24163708,0.00089892199,0,0.80821188,2.7720907,0.76807513,0,0,1,1.205
8.0000,0.02238116,5.5469,alf,71007,0,0,1,1,1,2.6728644,3,6.1955937,4.7785877,3.4641016,5.6568542,0.055484011,0.055484011,0.00085441937,0,0.81951411,3.8252647,0.99227883,0,0,1,1.147
8.0000,0.02238116,5.5469,ctrl,71007,0,0,1,1,1,16,15,14.961,8,8,8,0.19245304,0.19245304,0.00055353969,0,0.80723575,2.7273084,0.99227883,0,0,1,1.181
8.0000,0.02238116,5.5469,alf,71008,0,0,1,1,1,3.6431812,4,6.2387188,4.6814338,3.2643877,6.6540852,0.074147855,0.074147855,0.0006658185,0,0.72833802,3.5760456,1.368842,0,0,1,1.221
8.0000,0.02238116,5.5469,ctrl,71008,0,0,1,1,1,16,15,14.991938,8,8,8,0.19909709,0.19909709,0.00045303462,0,0.75919642,2.7869953,1.368842,0,0,1,1.325
8.0000,0.02238116,5.5469,alf,71009,0,0,1,1,1,2.556221,4,6.9161563,5.0705439,4,5.6568542,0.27588262,0.27588262,0.0028244042,0,0.67654677,3.8611438,0.57257009,4,1,1,0.663
8.0000,0.02238116,5.5469,ctrl,71009,0,0,1,1,1,16,15,14.86225,8,8,8,0.39245092,0.39245092,0.0012958229,0,0.77761213,2.7815534,0.57257009,4,1,1,1.285
8.0000,0.02238116,5.5469,alf,71010,0,0,1,1,1,3.7244958,5,6.51625,4.9934676,4.38209,7.9999999,0.16871081,0.16871081,0.0013285611,0,0.7345566,3.9974082,1.1263146,0,0,1,1.223
8.0000,0.02238116,5.5469,ctrl,71010,0,0,1,1,1,8.8024933,10,14.119438,8,8,8,0.91217775,0.91217775,0.00061135324,0,0.74279164,3.6640548,1.1263146,0,0,1,1.083
8.0000,0.02238116,5.5469,alf,71011,0,0,1,1,1,3.2117905,5,6.40275,4.6996231,3.2241764,5.6568542,0.14727653,0.14727653,0.0011238847,0,0.72814689,3.6131925,1.5764753,0,0,1,1.154
8.0000,0.02238116,5.5469,ctrl,71011,0,0,1,1,1,16,15,14.983063,8,8,8,0.34199097,0.34199097,0.00064320102,0,0.86249305,2.8130851,1.5719898,0,0,1,1.192
8.0000,0.02238116,5.5469,alf,71012,0,0,1,1,1,2.3373699,4,6.3859687,4.8050737,3.7032804,5.6568542,0.16814564,0.16814564,0.00099644112,0,0.70814704,3.7760138,0.48998735,4,1,1,1.237
8.0000,0.02238116,5.5469,ctrl,71012,0,0,1,1,1,9.0593625,10,12.78525,8,8,8,0.85997225,0.85997225,0.0010070008,0,0.6446143,3.8842343,0.48998735,5,1,1,1.163
8.0000,0.02238116,5.5469,alf,71013,0,0,1,1,1,2.9514696,5,7.2839063,5.26696,3.4641016,6.9281402,0.18675677,0.18675677,0.0012434206,0,0.69965189,4.0101402,1.3899057,0,0,1,1.416
8.0000,0.02238116,5.5469,ctrl,71013,0,0,1,1,1,16,15,14.881875,8,8,8,0.57578583,0.57578583,0.00082633093,0,0.88891641,2.9315045,1.2571648,0,0,1,1.125
8.0000,0.02238116,5.5469,alf,71014,0,0,1,1,1,2.4827668,4,6.1284063,4.7137701,3.4641016,5.5745494,0.060166494,0.060166494,0.00097154521,0,0.78737458,3.774153,0.48479275,5,1,1,1.119
8.0000,0.02238116,5.5469,ctrl,71014,0,0,1,1,1,16,15,14.979812,8,8,8,0.30581511,0.30581511,0.00086407086,0,0.81442755,2.828517,0.48479275,5,1,1,1.110
8.0000,0.02238116,5.5469,alf,71015,0,0,1,1,1,2.5502814,4,6.03275,4.581395,4,5.6568542,0.11914076,0.11914076,0.00054601061,0,0.70347362,3.7424088,0.93436858,0,0,1,1.075
8.0000,0.02238116,5.5469,ctrl,71015,0,0,1,1,1,16,15,14.987813,8,8,8,0.26217528,0.26217528,0.00051858056,0,0.81146741,2.7386044,0.93436858,0,0,1,1.122
8.0000,0.02238116,5.5469,alf,71016,0,0,1,1,1,2.910719,2,6.2225313,4.7667594,3.2664039,5.6568542,0.11789102,0.11789102,0.0013349778,0,0.79211031,3.7223855,0.77357041,0,0,1,1.158
8.0000,0.02238116,5.5469,ctrl,71016,0,0,1,1,1,16,15,14.956188,8,8,8,0.27228582,0.27228582,0.00078792611,0,0.86629717,2.7755764,0.77357041,0,0,1,1.082
8.0000,0.02238116,5.5469,alf,71017,0,0,1,1,1,3.0826258,5,6.4342188,4.5730139,3.4640792,4.8989795,0.13860672,0.13860672,0.0012119239,0,0.73243406,3.5343691,0.60616843,3,1,1,1.138
8.0000,0.02238116,5.5469,ctrl,71017,0,0,1,1,1,16,15,14.913562,8,8,8,0.42381261,0.42381261,0.0012475272,0,0.87503984,2.93123,0.60616843,3,1,1,1.112
8.0000,0.02238116,5.5469,alf,71018,0,0,1,1,1,3.5730667,3,5.9432187,4.6296899,3.1532441,6.0846757,0.094099159,0.094099159,0.0010362731,0,0.80087139,3.6021248,0.54570564,4,1,1,1.175
8.0000,0.02238116,5.5469,ctrl,71018,0,0,1,1,1,16,15,14.970937,8,8,8,0.24230932,0.24230932,0.0007809652,0,0.70946177,2.7838943,0.54570564,4,1,1,1.130
8.0000,0.02238116,5.5469,alf,71019,0,0,1,1,1,3.7887048,5,6.6390937,4.7080701,3.4634448,5.6568542,0.18038561,0.18038561,0.0017441137,0,0.87472857,3.5786064,0.62693937,3,1,1,1.115
8.0000,0.02238116,5.5469,ctrl,71019,0,0,1,1,1,16,15,14.95525,8,8,8,0.46297395,0.46297395,0.0020645406,0,0.91648233,2.7760468,0.62693937,3,1,1,1.079
