bootstrap_unit,ci95_high,ci95_low,density,effect,geometry,holm_adjusted_pvalue,holm_family,median_difference,metric,n_agents,n_pairs,paired_mean_difference,positive_fraction,scope,sign_consistency,sign_flip_pvalue
shared held-out evaluation seed,0.020275039062499996,0.018713984375000003,0.08,base_main_effect,clustered,nan,none_cellwise,0.019140625,contact_break_rate,32,50,0.019503125,1.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.01183109375,-0.014422343749999999,0.08,aperture_base_interaction,clustered,nan,none_cellwise,-0.012812500000000001,contact_break_rate,32,50,-0.013162499999999999,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.0118184375,-0.014450156249999997,0.08,requested_measurement_did,clustered,nan,none_cellwise,-0.012812500000000003,contact_break_rate,32,50,-0.013162499999999999,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.011809296875000002,-0.01447828125,0.08,requested_base_did,clustered,nan,none_cellwise,-0.012812500000000001,contact_break_rate,32,50,-0.013162499999999999,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,0.17358928016169148,0.11722306436567163,0.08,aperture_main_effect,clustered,nan,none_cellwise,0.15496735074626866,mean_largest_scc_fraction,32,50,0.14488495024875622,1.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.12186302860696524,-0.17915908737562192,0.08,base_main_effect,clustered,nan,none_cellwise,-0.14560012437810946,mean_largest_scc_fraction,32,50,-0.1493936567164179,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,0.17889824315920394,0.05717412935323384,0.08,aperture_base_interaction,clustered,nan,none_cellwise,0.11473880597014921,mean_largest_scc_fraction,32,50,0.12176616915422885,0.76,cell,0.76,0.0007998400319936012
shared held-out evaluation seed,0.18580946828358205,0.05911038557213931,0.08,requested_measurement_did,clustered,nan,none_cellwise,0.11473880597014921,mean_largest_scc_fraction,32,50,0.12176616915422885,0.76,cell,0.76,0.0003999200159968006
shared held-out evaluation seed,0.1813857276119402,0.0612206934079602,0.08,requested_base_did,clustered,nan,none_cellwise,0.11473880597014921,mean_largest_scc_fraction,32,50,0.12176616915422885,0.76,cell,0.76,0.0005998800239952009
shared held-out evaluation seed,-0.001418711129008896,-0.0018771210474739179,0.08,aperture_main_effect,elongated,nan,none_cellwise,-0.0016451549721624359,mean_abs_radius_update,32,50,-0.0016455373399815363,0.02,cell,0.98,0.0001999600079984003
shared held-out evaluation seed,0.004029277784593701,0.003541474552628311,0.08,base_main_effect,elongated,nan,none_cellwise,0.003712705568963916,mean_abs_radius_update,32,50,0.003779749498617736,1.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.008337899175845745,-0.009624608620904815,0.08,aperture_base_interaction,elongated,nan,none_cellwise,-0.008758717407016985,mean_abs_radius_update,32,50,-0.00897424962121715,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.008305584554497092,-0.009591821635545629,0.08,requested_measurement_did,elongated,nan,none_cellwise,-0.008758717407016984,mean_abs_radius_update,32,50,-0.00897424962121715,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.008359278461133499,-0.009627315080931639,0.08,requested_base_did,elongated,nan,none_cellwise,-0.008758717407016985,mean_abs_radius_update,32,50,-0.00897424962121715,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.009981249999999999,-0.010845312499999999,0.08,aperture_main_effect,elongated,nan,none_cellwise,-0.01046875,contact_break_rate,32,50,-0.0104015625,0.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,0.01651875,0.015403046875,0.08,base_main_effect,elongated,nan,none_cellwise,0.0160546875,contact_break_rate,32,50,0.0159671875,1.0,cell,1.0,0.0001999600079984003
shared held-out evaluation seed,-0.016052890625,-0.017853125,0.08,aperture_base_interaction,elongated,nan,none_cellwise,-0.016953125,contact_break_rate,32,50,-0.016984375,0.0,cell,1.0,0.0001999600079984003
