command_clip_fraction_mean,contact_break_rate_mean,controller_wall_s_per_agent_step_mean,count_threshold_crossing_rate_mean,density,geometry,mean_abs_command_update_mean,mean_abs_radius_update_mean,mean_fragmentation_mean,mean_largest_scc_fraction_mean,method,n_agents,n_episodes,neighbor_loss_rate_mean,radius_max_saturation_fraction_mean
0.8536504975124379,0.001975,6.0639838308399965e-05,0.0003,0.0123,elongated,0.7648732122850379,0.009453978292661274,0.009707711442786069,0.9617723880597014,fpcm,16,50,0.0019125000000000001,0.16875
0.9990174129353234,0.0006375,5.8213849502722744e-05,0.0,0.0123,uniform,0.0009720946752837423,0.0007221725303444365,0.06587064676616915,0.9305348258706467,fpcm,16,50,0.0006,0.8925
0.45636815920398005,0.0092625,6.193892226397723e-05,0.00145625,0.0204,clustered,2.3882929535479422,0.011635904845645213,0.06239427860696518,0.7915858208955224,fpcm,16,50,0.00914375,0.01875
0.7152114427860696,0.0048,6.246949315929026e-05,0.0006687500000000001,0.0204,elongated,1.59462723262634,0.011357585341988125,0.006355721393034825,0.9091293532338308,fpcm,16,50,0.00469375,0.07
0.9966915422885572,0.0009125,6.0919212064482725e-05,0.0,0.0204,uniform,0.005087211528907929,0.002177488852696888,0.0037189054726368157,0.9944713930348259,fpcm,16,50,0.0008312500000000001,0.71875
0.3423818407960199,0.01905,5.859395273645944e-05,0.0009812500000000001,0.0331,clustered,1.851127215914013,0.012246689610566545,0.11875621890547264,0.5358022388059702,fpcm,16,50,0.01889375,0.00125
0.5696206467661692,0.0097625,5.964405099529363e-05,0.0008749999999999999,0.0331,elongated,2.58832377887402,0.01149896704833605,0.003787313432835821,0.7894589552238805,fpcm,16,50,0.00961875,0.01375
0.9905970149253731,0.0008874999999999999,6.232827674181469e-05,1.25e-05,0.0331,uniform,0.018217855018980666,0.004177613563125362,0.00029850746268656717,0.9988930348258707,fpcm,16,50,0.0007375,0.51
0.6704570895522388,0.012509375,0.00011438478078316983,0.001165625,0.0123,clustered,2.6661320310765615,0.011104493616586587,0.18249689054726367,0.6611753731343284,fpcm,32,50,0.01226875,0.11739738805970149
0.7072419154228855,0.006003125000000001,0.00011554494029857001,0.0010375,0.0123,elongated,2.106291649900899,0.010789442186072903,0.04568407960199005,0.8332213930348259,fpcm,32,50,0.005875,0.09
0.9990111940298507,0.000859375,0.00011548836878130067,0.0,0.0123,uniform,0.001097968227853236,0.000849445929645185,0.13265236318407958,0.8654975124378109,fpcm,32,50,0.0008375,0.871875
0.6590609452736318,0.02335,0.00011380592133103513,0.00110625,0.0204,clustered,2.73434570383392,0.012368547108733287,0.14271455223880597,0.45633395522388065,fpcm,32,50,0.022996875,0.035376243781094524
0.5786256218905472,0.01581875,0.00011228671921636777,0.001546875,0.0204,elongated,3.0039746973655514,0.012878675502814185,0.04211753731343284,0.6115796019900498,fpcm,32,50,0.01551875,0.0225
0.9968034825870647,0.001175,0.00011020892070889512,6.25e-06,0.0204,uniform,0.016358315108316254,0.0019342693691642779,0.012416044776119404,0.9857649253731343,fpcm,32,50,0.00110625,0.740625
